chr start end mid COcount NCOcount SNPcount cross Introgression CO_NCO_ratio telomere_dist homology
2 360001 380000 370000.5 7 0 0 natural 0 Inf 370000.5 1
2 380001 4e+05 390000.5 8 0 1 natural 0 Inf 390000.5 0.999949997499875
2 400001 420000 410000.5 7 0 0 natural 0 Inf 410000.5 0.999974998749937
2 420001 440000 430000.5 15.5 0 1 natural 0 Inf 430000.5 0.999949997499875
2 440001 460000 450000.5 0 0 1 natural 0 NA 450000.5 0.999949997499875
2 460001 480000 470000.5 5 0 41 natural 0 Inf 470000.5 0.997949897494875
2 480001 5e+05 490000.5 3.5 0 66 natural 0 Inf 490000.5 0.99669983499175
2 500001 520000 510000.5 7 0 0 natural 0 Inf 510000.5 1
2 520001 540000 530000.5 7 0 0 natural 0 Inf 530000.5 1
2 540001 560000 550000.5 7 0 0 natural 0 Inf 550000.5 1
2 560001 580000 570000.5 7 0 0 natural 0 Inf 570000.5 1
2 580001 6e+05 590000.5 4.5 0 1 natural 0 Inf 590000.5 0.999924996249812
2 600001 620000 610000.5 2 0 0 natural 0 Inf 610000.5 1
2 620001 640000 630000.5 4 0 42 natural 0 Inf 630000.5 0.99789989499475
2 640001 660000 650000.5 1 1.43451441686989 146 natural 0 0.6971 639934.5 0.992699634981749
2 660001 680000 670000.5 5 3.30687830687831 165 natural 0 1.512 619934.5 0.991724586229311
2 680001 7e+05 690000.5 3 0 139 natural 0 Inf 599934.5 0.993049652482624
2 700001 720000 710000.5 15 5.64334085778781 117 natural 0 2.658 579934.5 0.994099704985249
2 720001 740000 730000.5 2 0 248 natural 0 Inf 559934.5 0.987474373718686
2 740001 760000 750000.5 2 0 207 natural 0 Inf 539934.5 0.989599479973999
2 760001 780000 770000.5 11 4.64180721027387 140 natural 0 2.36976666666667 519934.5 0.992999649982499
2 780001 8e+05 790000.5 2 0 158 natural 0 Inf 499934.5 0.991949597479874
2 800001 820000 810000.5 2 0 142 natural 0 Inf 479934.5 0.992899644982249
2 820001 840000 830000.5 4 4.8527984471045 141 natural 0 0.824266666666667 459934.5 0.992949647482374
2 840001 860000 850000.5 4.125 2.30361667818475 81 natural 0 1.7906625 439934.5 0.995949797489874
2 860001 880000 870000.5 6.25 0 0 natural 0 Inf 419934.5 1
2 880001 9e+05 890000.5 6.25 0 0 natural 0 Inf 399934.5 1
2 900001 920000 910000.5 6.25 0 0 natural 0 Inf 379934.5 0.999174958747937
2 920001 940000 930000.5 7.7917 0 1 natural 0 Inf 359934.5 0.9997999899995
2 940001 960000 950000.5 7.3333 0 0 natural 0 Inf 339934.5 1
2 960001 980000 970000.5 7.3333 0 0 natural 0 Inf 319934.5 1
2 980001 1e+06 990000.5 4.6667 0 0 natural 0 Inf 299934.5 0.999749987499375
2 1000001 1020000 1010000.5 6 5 50 natural 0 1.2 279934.5 0.99749987499375
2 1020001 1040000 1030000.5 9 9.86193293885601 35 natural 0 0.9126 259934.5 0.998249912495625
2 1040001 1060000 1050000.5 2 0 61 natural 0 Inf 239934.5 0.996849842492125
2 1060001 1080000 1070000.5 2 0 37 natural 0 Inf 219934.5 0.998149907495375
2 1080001 1100000 1090000.5 7 4.31313349148156 117 natural 0 1.62295 199934.5 0.994149707485374
2 1100001 1120000 1110000.5 6 9.46073793755913 38 natural 0 0.6342 179934.5 0.99809990499525
2 1120001 1140000 1130000.5 1 26.0756192959583 36 natural 0 0.03835 159934.5 0.9981999099955
2 1140001 1160000 1150000.5 2 6.68672684720829 61 natural 0 0.2991 139934.5 0.996849842492125
2 1160001 1180000 1170000.5 12 4.76417341591234 58 natural 0 2.5188 119934.5 0.996949847492375
2 1180001 1200000 1190000.5 4 42.8449014567267 39 natural 0 0.09336 99934.5 0.998049902495125
2 1200001 1220000 1210000.5 1 0 24 natural 0 Inf 79934.5 0.998799939997
2 1220001 1240000 1230000.5 26 0 39 natural 0 Inf 59934.5 0.998049902495125
2 1240001 1260000 1250000.5 4 11.5429011158138 58 natural 0 0.346533333333333 39934.5 0.99709985499275
2 1260001 1280000 1270000.5 50 0 259 natural 0 Inf 19934.5 0.986824341217061
2 1280001 1300000 1290000.5 0 0 101 natural 0 NA 0 0.994349717485874
3 1 20000 10000.5 1 1.60539412425751 199 natural 0 0.6229 10000.5 0.989949497474874
3 20001 40000 30000.5 0 0 4 natural 0 NA 30000.5 0.999649982499125
3 40001 60000 50000.5 7 0 43 natural 0 Inf 50000.5 0.9977998899945
3 60001 80000 70000.5 1 0 90 natural 0 Inf 70000.5 0.995399769988499
3 80001 1e+05 90000.5 3 0 118 natural 0 Inf 90000.5 0.993999699984999
3 100001 120000 110000.5 4 0 43 natural 0 Inf 110000.5 0.997849892494625
3 120001 140000 130000.5 32 13.080444735121 74 natural 0 2.4464 130000.5 0.996299814990749
3 140001 160000 150000.5 5 3.5962598897147 232 natural 0 1.39033333333333 145074.5 0.987249362468123
3 160001 180000 170000.5 10 13.4831460674157 55 natural 0 0.741666666666667 125074.5 0.997249862493125
3 180001 2e+05 190000.5 8 0 22 natural 0 Inf 105074.5 0.998724936246812
3 200001 220000 210000.5 51 0 7 natural 0 Inf 85074.5 0.997649882494125
3 220001 240000 230000.5 1 0 43 natural 0 Inf 65074.5 0.997849892494625
3 240001 260000 250000.5 11 4.40722785368004 62 natural 0 2.4959 45074.5 0.996849842492125
3 260001 280000 270000.5 21 101.214574898785 38 natural 0 0.20748 25074.5 0.997999899995
3 280001 3e+05 290000.5 13 6.84814244136278 160 natural 0 1.898325 5074.5 0.991649582479124
4 1 20000 10000.5 1.5 0 1 natural 0 Inf 10000.5 0.999849992499625
4 20001 40000 30000.5 3 0 0 natural 0 Inf 30000.5 0.99929996499825
4 40001 60000 50000.5 11.5 0 14 natural 0 Inf 50000.5 0.99929996499825
4 60001 80000 70000.5 3 10.0959111559818 60 natural 0 0.29715 70000.5 0.9969998499925
4 80001 1e+05 90000.5 7 24.8756218905473 35 natural 0 0.2814 90000.5 0.998249912495625
4 100001 120000 110000.5 5 10.9529025191676 28 natural 0 0.4565 110000.5 0.9985999299965
4 120001 140000 130000.5 18 13.6705399863295 44 natural 0 1.3167 130000.5 0.9977998899945
4 140001 160000 150000.5 7 17.1159606332905 59 natural 0 0.408975 150000.5 0.997049852492625
4 160001 180000 170000.5 4 0 53 natural 0 Inf 170000.5 0.997349867493375
4 180001 2e+05 190000.5 9 0 17 natural 0 Inf 190000.5 0.999149957497875
4 200001 220000 210000.5 6 43.2276657060519 13 natural 0 0.1388 210000.5 0.999349967498375
4 220001 240000 230000.5 9 0 9 natural 0 Inf 230000.5 0.999549977498875
4 240001 260000 250000.5 14 0 0 natural 0 Inf 250000.5 1
4 260001 280000 270000.5 13 2.54388196387688 100 natural 0 5.1103 270000.5 0.994999749987499
4 280001 3e+05 290000.5 5 11.4155251141553 69 natural 0 0.438 290000.5 0.996549827491375
4 300001 320000 310000.5 8 0 12 natural 0 Inf 310000.5 0.9993999699985
4 320001 340000 330000.5 0 1.63907556138338 194 natural 0 0 330000.5 0.990099504975249
4 340001 360000 350000.5 16 0 121 natural 0 Inf 350000.5 0.993949697484874
4 360001 380000 370000.5 8.75 0 1 natural 0 Inf 370000.5 0.999924996249812
4 380001 4e+05 390000.5 3.5 0 0 natural 0 Inf 390000.5 1
4 400001 420000 410000.5 11.75 61.5384615384615 13 natural 0 0.1909375 410000.5 0.999349967498375
4 420001 440000 430000.5 4 0 13 natural 0 Inf 430000.5 0.994599729986499
4 440001 460000 450000.5 1 0 21 natural 0 Inf 450000.5 0.998949947497375
4 460001 480000 470000.5 2 21.8340611353712 42 natural 0 0.0916 470000.5 0.9973998699935
4 480001 5e+05 490000.5 4 5.20020800832033 47 natural 0 0.7692 490000.5 0.997599879994
4 500001 520000 510000.5 7 21.865889212828 67 natural 0 0.320133333333333 473773.5 0.996649832491625
4 520001 540000 530000.5 1.3333 0 46 natural 0 Inf 453773.5 0.99769988499425
4 540001 560000 550000.5 0.6667 0 0 natural 0 Inf 433773.5 1
4 560001 580000 570000.5 0.6667 0 0 natural 0 Inf 413773.5 1
4 580001 6e+05 590000.5 24.3333 0 1 natural 0 Inf 393773.5 0.999924996249812
4 600001 620000 610000.5 4 0 1 natural 0 Inf 373773.5 0.999949997499875
4 620001 640000 630000.5 8 0 0 natural 0 Inf 353773.5 0.999974998749937
4 640001 660000 650000.5 10.5 0 1 natural 0 Inf 333773.5 0.999949997499875
4 660001 680000 670000.5 11 0 0 natural 0 Inf 313773.5 1
4 680001 7e+05 690000.5 6.5 0 1 natural 0 Inf 293773.5 0.999949997499875
4 700001 720000 710000.5 3.5 0 3 natural 0 Inf 273773.5 0.999849992499625
4 720001 740000 730000.5 5 0 0 natural 0 Inf 253773.5 1
4 740001 760000 750000.5 5.5 25.1256281407035 14 natural 0 0.2189 233773.5 0.99929996499825
4 760001 780000 770000.5 1 0 41 natural 0 Inf 213773.5 0.997949897494875
4 780001 8e+05 790000.5 4 0 42 natural 0 Inf 193773.5 0.996799839992
4 800001 820000 810000.5 4 0 37 natural 0 Inf 173773.5 0.992324616230812
4 820001 840000 830000.5 11 0 21 natural 0 Inf 153773.5 0.992349617480874
4 840001 860000 850000.5 14 13.5685210312076 41 natural 0 1.0318 133773.5 0.99599979999
4 860001 880000 870000.5 9 0 1 natural 1 Inf 113773.5 0.972598629931497
4 880001 9e+05 890000.5 6 10.9289617486339 42 natural 1 0.549 93773.5 0.99789989499475
4 900001 920000 910000.5 9 6.99545295557887 68 natural 1 1.28655 73773.5 0.9965998299915
4 920001 940000 930000.5 2 10.8932461873638 28 natural 1 0.1836 53773.5 0.9985999299965
4 940001 960000 950000.5 15 23.8663484486874 46 natural 1 0.6285 33773.5 0.99769988499425
4 960001 980000 970000.5 9 6.66222518321119 35 natural 1 1.3509 13773.5 0.998249912495625
4 980001 1e+06 990000.5 0 0 3 natural 1 NA 0 0.99949997499875
5 1 20000 10000.5 8 12.070006035003 74 natural 0 0.6628 10000.5 0.996299814990749
5 20001 40000 30000.5 0 2.27324391907252 270 natural 0 0 30000.5 0.986499324966248
5 40001 60000 50000.5 23 6.77966101694915 42 natural 0 3.3925 50000.5 0.997849892494625
5 60001 80000 70000.5 4 1.51057401812689 181 natural 0 2.648 70000.5 0.989899494974749
5 80001 1e+05 90000.5 4 1.29015610888918 245 natural 0 3.1004 90000.5 0.987599379968998
5 100001 120000 110000.5 10 0 2 natural 0 Inf 110000.5 0.99989999499975
5 120001 140000 130000.5 3.25 0 1 natural 0 Inf 130000.5 0.999949997499875
5 140001 160000 150000.5 0.5 0 0 natural 0 Inf 150000.5 1
5 160001 180000 170000.5 8.25 0 46 natural 0 Inf 170000.5 0.997549877493875
5 180001 2e+05 190000.5 8 6.91802144586648 59 natural 0 1.1564 190000.5 0.997049852492625
5 200001 220000 210000.5 9.75 1 1 natural 0 9.75 210000.5 0.999949997499875
5 220001 240000 230000.5 7.5 0 0 natural 0 Inf 230000.5 1
5 240001 260000 250000.5 12.75 0 1 natural 0 Inf 250000.5 0.999949997499875
5 260001 280000 270000.5 3 12.453300124533 20 natural 0 0.2409 261349.5 0.9989999499975
5 280001 3e+05 290000.5 8 0 59 natural 0 Inf 241349.5 0.997049852492625
5 300001 320000 310000.5 14 0 29 natural 0 Inf 221349.5 0.998549927496375
5 320001 340000 330000.5 0 0 39 natural 0 NA 201349.5 0.998049902495125
5 340001 360000 350000.5 4 5.77034045008655 49 natural 0 0.6932 181349.5 0.997549877493875
5 360001 380000 370000.5 5 22.3338916806253 42 natural 0 0.223875 161349.5 0.997849892494625
5 380001 4e+05 390000.5 5.875 0 26 natural 0 Inf 141349.5 0.99869993499675
5 400001 420000 410000.5 9.75 0 0 natural 0 Inf 121349.5 0.999374968748437
5 420001 440000 430000.5 9.75 0 0 natural 0 Inf 101349.5 0.999599979999
5 440001 460000 450000.5 9.75 0 0 natural 0 Inf 81349.5 0.999649982499125
5 460001 480000 470000.5 5.875 0 12 natural 0 Inf 61349.5 0.998974948747437
5 480001 5e+05 490000.5 5 17.8890876565295 24 natural 0 0.2795 41349.5 0.998799939997
5 500001 520000 510000.5 5 6.0459492140266 42 natural 0 0.827 21349.5 0.99789989499475
5 520001 540000 530000.5 2 0 108 natural 0 Inf 1349.5 0.994549727486374
6 1 20000 10000.5 4 0 82 natural 1 Inf 10000.5 0.995724786239312
6 20001 40000 30000.5 8 0 64 natural 1 Inf 30000.5 0.996799839992
6 40001 60000 50000.5 24 0 3 natural 1 Inf 50000.5 0.999849992499625
6 60001 80000 70000.5 11 18.2260024301337 59 natural 1 0.603533333333333 70000.5 0.996824841242062
6 80001 1e+05 90000.5 2 2.44738130200685 105 natural 0 0.8172 90000.5 0.994524726236312
6 100001 120000 110000.5 3 11.6959064327485 44 natural 0 0.2565 110000.5 0.997599879994
6 120001 140000 130000.5 6 0 59 natural 0 Inf 130000.5 0.996874843742187
6 140001 160000 150000.5 6 16.8539325842697 52 natural 0 0.356 150000.5 0.996624831241562
6 160001 180000 170000.5 5 16.120365394949 46 natural 0 0.310166666666667 170000.5 0.99769988499425
6 180001 2e+05 190000.5 9 14.7058823529412 74 natural 0 0.612 190000.5 0.996299814990749
6 200001 220000 210000.5 8 25.9451445515196 70 natural 0 0.308342857142857 210000.5 0.99649982499125
6 220001 240000 230000.5 9 11.5640358485111 86 natural 0 0.778275 230000.5 0.995699784989249
6 240001 260000 250000.5 8 12.4146492861577 79 natural 0 0.6444 250000.5 0.99599979999
6 260001 280000 270000.5 6 5.11770726714432 47 natural 0 1.1724 253203.5 0.997649882494125
6 280001 3e+05 290000.5 5 9.33706816059757 36 natural 0 0.5355 233203.5 0.998174908745437
6 300001 320000 310000.5 7.1667 0 6 natural 0 Inf 213203.5 0.99969998499925
6 320001 340000 330000.5 8.3333 0 0 natural 0 Inf 193203.5 1
6 340001 360000 350000.5 8.3333 0 0 natural 0 Inf 173203.5 0.998949947497375
6 360001 380000 370000.5 4.1667 66.6666666666667 10 natural 0 0.0625005 153203.5 0.99949997499875
6 380001 4e+05 390000.5 9 9.28217821782178 69 natural 0 0.9696 133203.5 0.996449822491125
6 400001 420000 410000.5 11 0 21 natural 0 Inf 113203.5 0.998949947497375
6 420001 440000 430000.5 3 0 9 natural 0 Inf 93203.5 0.999549977498875
6 440001 460000 450000.5 12 15.4718927282104 40 natural 0 0.7756 73203.5 0.997999899995
6 460001 480000 470000.5 3 2.98864315600717 72 natural 0 1.0038 53203.5 0.996399819991
6 480001 5e+05 490000.5 8 5.24109014675052 44 natural 0 1.5264 33203.5 0.997749887494375
6 500001 520000 510000.5 5 28.673835125448 40 natural 0 0.174375 13203.5 0.997999899995
6 520001 540000 530000.5 0 0 11 natural 0 NA 0 0.999149957497875
7 1 20000 10000.5 4.375 0 9 natural 1 Inf 10000.5 0.999424971248562
7 20001 40000 30000.5 8.75 0 0 natural 1 Inf 30000.5 1
7 40001 60000 50000.5 8.75 0 0 natural 1 Inf 50000.5 1
7 60001 80000 70000.5 8.75 0 0 natural 0 Inf 70000.5 0.999949997499875
7 80001 1e+05 90000.5 7.375 0 8 natural 0 Inf 90000.5 0.999574978748937
7 100001 120000 110000.5 7 7.17360114777618 58 natural 0 0.9758 110000.5 0.997024851242562
7 120001 140000 130000.5 5 8.20344544708778 40 natural 0 0.6095 130000.5 0.997999899995
7 140001 160000 150000.5 5 5.60224089635854 58 natural 0 0.8925 150000.5 0.99709985499275
7 160001 180000 170000.5 6.25 192.307692307692 11 natural 0 0.0325 170000.5 0.999449972498625
7 180001 2e+05 190000.5 4.5 0 0 natural 0 Inf 190000.5 1
7 200001 220000 210000.5 5.25 0 2 natural 0 Inf 210000.5 0.99989999499975
7 220001 240000 230000.5 6 0 0 natural 0 Inf 230000.5 1
7 240001 260000 250000.5 3 0 1 natural 0 Inf 250000.5 0.999949997499875
7 260001 280000 270000.5 17 0 30 natural 0 Inf 270000.5 0.99849992499625
7 280001 3e+05 290000.5 2 0 53 natural 0 Inf 290000.5 0.997349867493375
7 300001 320000 310000.5 3 7.38552437223043 48 natural 0 0.4062 310000.5 0.997599879994
7 320001 340000 330000.5 2 0 43 natural 0 Inf 330000.5 0.997849892494625
7 340001 360000 350000.5 5 0 63 natural 0 Inf 350000.5 0.996799839992
7 360001 380000 370000.5 10 5.29941706412295 85 natural 0 1.887 370000.5 0.995749787489374
7 380001 4e+05 390000.5 7 7.58150113722517 38 natural 0 0.9233 390000.5 0.99809990499525
7 400001 420000 410000.5 11 6.81198910081744 42 natural 0 1.6148 410000.5 0.997749887494375
7 420001 440000 430000.5 5 39.2541707556428 38 natural 0 0.127375 430000.5 0.99809990499525
7 440001 460000 450000.5 11 0 7 natural 0 Inf 450000.5 0.999649982499125
7 460001 480000 470000.5 14 0 10 natural 0 Inf 470000.5 0.999449972498625
7 480001 5e+05 490000.5 1 0 10 natural 0 Inf 490000.5 0.99949997499875
7 500001 520000 510000.5 9 0 32 natural 0 Inf 510000.5 0.99829991499575
7 520001 540000 530000.5 5 6.03500301750151 52 natural 0 0.8285 497507.5 0.994349717485874
7 540001 560000 550000.5 6 3.02755071147442 72 natural 0 1.9818 477507.5 0.996349817490875
7 560001 580000 570000.5 12 14.3884892086331 50 natural 0 0.834 457507.5 0.9973998699935
7 580001 6e+05 590000.5 5 5.21036863358083 221 natural 0 0.959625 437507.5 0.988924446222311
7 600001 620000 610000.5 7 1.19731800766284 280 natural 0 5.8464 417507.5 0.985999299964998
7 620001 640000 630000.5 1 2.15238915195867 298 natural 0 0.4646 397507.5 0.985099254962748
7 640001 660000 650000.5 5 7.03977472720873 135 natural 0 0.71025 377507.5 0.993249662483124
7 660001 680000 670000.5 3 0 2 natural 0 Inf 357507.5 0.99989999499975
7 680001 7e+05 690000.5 7 0 0 natural 0 Inf 337507.5 1
7 700001 720000 710000.5 1 0 34 natural 0 Inf 317507.5 0.99829991499575
7 720001 740000 730000.5 8.5 4.1101520756268 57 natural 0 2.06805 297507.5 0.997149857492875
7 740001 760000 750000.5 5 0 0 natural 0 Inf 277507.5 1
7 760001 780000 770000.5 5 0 0 natural 0 Inf 257507.5 1
7 780001 8e+05 790000.5 5 0 0 natural 0 Inf 237507.5 1
7 800001 820000 810000.5 22.5 19.6463654223969 15 natural 0 1.14525 217507.5 0.999249962498125
7 820001 840000 830000.5 1 0 52 natural 0 Inf 197507.5 0.9973998699935
7 840001 860000 850000.5 8 0 9 natural 0 Inf 177507.5 0.999549977498875
7 860001 880000 870000.5 5 28.9995166747221 40 natural 0 0.172416666666667 157507.5 0.997999899995
7 880001 9e+05 890000.5 0 0 0 natural 0 NA 137507.5 1
7 900001 920000 910000.5 0 0 0 natural 0 NA 117507.5 0.999949997499875
7 920001 940000 930000.5 0 0 0 natural 0 NA 97507.5 1
7 940001 960000 950000.5 0 0 0 natural 0 NA 77507.5 1
7 960001 980000 970000.5 0 0 0 natural 0 NA 57507.5 1
7 980001 1e+06 990000.5 0 0 0 natural 0 NA 37507.5 1
7 1000001 1020000 1010000.5 0 0 0 natural 0 NA 17507.5 1
7 1020001 1040000 1030000.5 0 0 0 natural 0 NA 0 1
8 1 20000 10000.5 0 1.94779898714453 110 natural 0 0 10000.5 0.993199659982999
8 20001 40000 30000.5 3 6.11620795107034 48 natural 0 0.4905 30000.5 0.997599879994
8 40001 60000 50000.5 2 0 13 natural 0 Inf 50000.5 0.999349967498375
8 60001 80000 70000.5 17 0 0 natural 0 Inf 70000.5 1
8 80001 1e+05 90000.5 6.1667 0 7 natural 0 Inf 90000.5 0.999649982499125
8 100001 120000 110000.5 6.3333 0 0 natural 0 Inf 110000.5 1
8 120001 140000 130000.5 6.3333 0 0 natural 0 Inf 130000.5 1
8 140001 160000 150000.5 14.1667 0 4 natural 0 Inf 150000.5 0.9997999899995
8 160001 180000 170000.5 0 0 1 natural 0 NA 170000.5 0.999949997499875
8 180001 2e+05 190000.5 7.5 0 2 natural 0 Inf 190000.5 0.99989999499975
8 200001 220000 210000.5 7 0 0 natural 0 Inf 210000.5 1
8 220001 240000 230000.5 7 0 0 natural 0 Inf 230000.5 1
8 240001 260000 250000.5 7 0 0 natural 0 Inf 250000.5 1
8 260001 280000 270000.5 7.125 0 1 natural 0 Inf 270000.5 0.999924996249812
8 280001 3e+05 290000.5 5.25 0 0 natural 0 Inf 290000.5 0.999924996249812
8 300001 320000 310000.5 5.25 0 0 natural 0 Inf 310000.5 1
8 320001 340000 330000.5 5.25 0 0 natural 0 Inf 330000.5 1
8 340001 360000 350000.5 3.625 0 2 natural 0 Inf 350000.5 0.99989999499975
8 360001 380000 370000.5 19 0 2 natural 0 Inf 370000.5 0.99989999499975
8 380001 4e+05 390000.5 1.8333 0 1 natural 0 Inf 390000.5 0.999949997499875
8 400001 420000 410000.5 3.6667 0 0 natural 0 Inf 396277.5 1
8 420001 440000 430000.5 3.6667 0 0 natural 0 Inf 376277.5 1
8 440001 460000 450000.5 4.8333 0 1 natural 0 Inf 356277.5 0.999949997499875
8 460001 480000 470000.5 2 0 1 natural 0 Inf 336277.5 0.999949997499875
8 480001 5e+05 490000.5 9 0 1 natural 0 Inf 316277.5 0.999949997499875
8 500001 520000 510000.5 5.1667 0 6 natural 0 Inf 296277.5 0.999524976248812
8 520001 540000 530000.5 10.3333 0 0 natural 0 Inf 276277.5 1
8 540001 560000 550000.5 10.3333 0 0 natural 0 Inf 256277.5 1
8 560001 580000 570000.5 10.1667 0 26 natural 0 Inf 236277.5 0.99869993499675
8 580001 6e+05 590000.5 3 18.6567164179104 33 natural 0 0.1608 216277.5 0.99829991499575
8 600001 620000 610000.5 3 95.8904109589041 27 natural 0 0.0312857142857143 196277.5 0.998649932496625
8 620001 640000 630000.5 5 0 27 natural 0 Inf 176277.5 0.998649932496625
8 640001 660000 650000.5 6 0 6 natural 0 Inf 156277.5 0.99969998499925
8 660001 680000 670000.5 4 0 0 natural 0 Inf 136277.5 1
8 680001 7e+05 690000.5 4 0 0 natural 0 Inf 116277.5 1
8 700001 720000 710000.5 9.25 0 1 natural 0 Inf 96277.5 0.999949997499875
8 720001 740000 730000.5 14.5 0 0 natural 0 Inf 76277.5 1
8 740001 760000 750000.5 7.25 0 7 natural 0 Inf 56277.5 0.999649982499125
8 760001 780000 770000.5 6 0 42 natural 0 Inf 36277.5 0.99789989499475
8 780001 8e+05 790000.5 6 4.76190476190476 167 natural 0 1.26 16277.5 0.991549577478874
8 800001 820000 810000.5 0 0 58 natural 0 NA 0 0.997049852492625
9 1 20000 10000.5 3 0 96 natural 0 Inf 10000.5 0.991899594979749
9 20001 40000 30000.5 2 11.6686114352392 58 natural 0 0.1714 30000.5 0.99709985499275
9 40001 60000 50000.5 6.6667 0 11 natural 0 Inf 50000.5 0.999449972498625
9 60001 80000 70000.5 7.3333 0 0 natural 0 Inf 70000.5 1
9 80001 1e+05 90000.5 7.3333 0 0 natural 0 Inf 90000.5 1
9 100001 120000 110000.5 9.6667 0 1 natural 0 Inf 110000.5 0.999949997499875
9 120001 140000 130000.5 5 0 18 natural 0 Inf 130000.5 0.99909995499775
9 140001 160000 150000.5 7 21.551724137931 62 natural 1 0.3248 150000.5 0.99689984499225
9 160001 180000 170000.5 15 21.9901044529961 38 natural 1 0.682125 170000.5 0.99809990499525
9 180001 2e+05 190000.5 11.3333 0 2 natural 1 Inf 190000.5 0.99989999499975
9 200001 220000 210000.5 6.6667 0 0 natural 1 Inf 208339.5 0.9997999899995
9 220001 240000 230000.5 6.6667 0 0 natural 1 Inf 188339.5 1
9 240001 260000 250000.5 8.3333 15.4023873700424 65 natural 1 0.5410395025 168339.5 0.996749837491875
9 260001 280000 270000.5 7 4.14250207125104 103 natural 1 1.6898 148339.5 0.994799739986999
9 280001 3e+05 290000.5 9 6.29722921914358 103 natural 1 1.4292 128339.5 0.994749737486874
9 300001 320000 310000.5 5 2.28440890919475 283 natural 0 2.18875 108339.5 0.985799289964498
9 320001 340000 330000.5 2 0 115 natural 0 Inf 88339.5 0.993899694984749
9 340001 360000 350000.5 2 0 58 natural 0 Inf 68339.5 0.99709985499275
9 360001 380000 370000.5 15 16.6666666666667 90 natural 0 0.9 48339.5 0.995424771238562
9 380001 4e+05 390000.5 0 0 0 natural 0 NA 28339.5 1
9 400001 420000 410000.5 0 0 0 natural 0 NA 8339.5 1
10 1 20000 10000.5 44 4.49640287769784 94 natural 0 9.7856 10000.5 0.994774738736937
10 20001 40000 30000.5 4 4.44247001332741 48 natural 0 0.9004 30000.5 0.99749987499375
10 40001 60000 50000.5 10 7.15051841258491 68 natural 0 1.3985 50000.5 0.9965998299915
10 60001 80000 70000.5 3 0 54 natural 0 Inf 70000.5 0.997224861243062
10 80001 1e+05 90000.5 13 15.625 42 natural 0 0.832 90000.5 0.99789989499475
10 100001 120000 110000.5 13.6667 16.5198237885463 44 natural 0 0.827290906666667 110000.5 0.997649882494125
10 120001 140000 130000.5 5.3333 0 0 natural 0 Inf 130000.5 1
10 140001 160000 150000.5 5.3333 0 0 natural 0 Inf 150000.5 1
10 160001 180000 170000.5 8.6667 2.77700638711469 62 natural 0 3.12087867 170000.5 0.99689984499225
10 180001 2e+05 190000.5 5 8.64304235090752 87 natural 0 0.5785 190000.5 0.995599779988999
10 200001 220000 210000.5 9 16.7130919220056 41 natural 0 0.5385 210000.5 0.997949897494875
10 220001 240000 230000.5 8 4.83325277912035 56 natural 1 1.6552 230000.5 0.997199859993
