chr	start	end	mid	COcount	NCOcount	SNPcount
4	840001	860000	850000.5	14	2	41
4	860001	880000	870000.5	9	0	1
4	880001	9.00E+05	890000.5	6	2	42
4	900001	920000	910000.5	9	2	68
4	920001	940000	930000.5	2	1	28
4	940001	960000	950000.5	15	5	46
4	960001	980000	970000.5	9	1	35
4	980001	1.00E+06	990000.5	0	0	3
5	1	20000	10000.5	8	5	74
5	20001	40000	30000.5	0	3	270
5	40001	60000	50000.5	23	2	42
5	60001	80000	70000.5	4	1	181
5	80001	1.00E+05	90000.5	4	1	245
5	100001	120000	110000.5	10	0	2
5	120001	140000	130000.5	3.25	0	1
5	140001	160000	150000.5	0.5	0	0
5	160001	180000	170000.5	8.25	1	46
5	180001	2.00E+05	190000.5	8	2	59
5	200001	220000	210000.5	9.75	1	1
5	220001	240000	230000.5	7.5	0	0
5	240001	260000	250000.5	12.75	0	1
5	260001	280000	270000.5	3	1	20
5	280001	3.00E+05	290000.5	8	0	59
5	300001	320000	310000.5	14	0	29
5	320001	340000	330000.5	0	0	39
5	340001	360000	350000.5	4	1	49
5	360001	380000	370000.5	5	4	42
5	380001	4.00E+05	390000.5	5.875	0	26
5	400001	420000	410000.5	9.75	0	0
5	420001	440000	430000.5	9.75	0	0
5	440001	460000	450000.5	9.75	2	0
5	460001	480000	470000.5	5.875	0	12
5	480001	5.00E+05	490000.5	5	1	24
5	500001	520000	510000.5	5	1	42
5	520001	540000	530000.5	2	0	108
6	1	20000	10000.5	4	0	82
6	20001	40000	30000.5	8	0	64
6	40001	60000	50000.5	24	0	3
6	60001	80000	70000.5	11	3	59
6	80001	1.00E+05	90000.5	2	1	105
6	100001	120000	110000.5	3	2	44
6	120001	140000	130000.5	6	0	59
6	140001	160000	150000.5	6	3	52
6	160001	180000	170000.5	5	3	46
6	180001	2.00E+05	190000.5	9	5	74
6	200001	220000	210000.5	8	7	70
6	220001	240000	230000.5	9	4	86
6	240001	260000	250000.5	8	4	79
6	260001	280000	270000.5	6	1	47
6	280001	3.00E+05	290000.5	5	1	36
6	300001	320000	310000.5	7.1667	0	6
6	320001	340000	330000.5	8.3333	1	0
6	340001	360000	350000.5	8.3333	0	0
6	360001	380000	370000.5	4.1667	1	10
6	380001	4.00E+05	390000.5	9	4	69
6	400001	420000	410000.5	11	0	21
6	420001	440000	430000.5	3	0	9
6	440001	460000	450000.5	12	3	40
6	460001	480000	470000.5	3	1	72
6	480001	5.00E+05	490000.5	8	1	44
6	500001	520000	510000.5	5	4	40
6	520001	540000	530000.5	0	0	11
7	1	20000	10000.5	4.375	0	9
7	20001	40000	30000.5	8.75	79	0
7	40001	60000	50000.5	8.75	1	0
7	60001	80000	70000.5	8.75	0	0
7	80001	1.00E+05	90000.5	7.375	0	8
7	100001	120000	110000.5	7	2	58
7	120001	140000	130000.5	5	1	40
7	140001	160000	150000.5	5	1	58
7	160001	180000	170000.5	6.25	1	11
7	180001	2.00E+05	190000.5	4.5	0	0
7	200001	220000	210000.5	5.25	0	2
7	220001	240000	230000.5	6	0	0
7	240001	260000	250000.5	3	0	1
7	260001	280000	270000.5	17	1	30
7	280001	3.00E+05	290000.5	2	0	53
7	300001	320000	310000.5	3	1	48
7	320001	340000	330000.5	2	0	43
7	340001	360000	350000.5	5	0	63
7	360001	380000	370000.5	10	2	85
7	380001	4.00E+05	390000.5	7	1	38
7	400001	420000	410000.5	11	1	42
7	420001	440000	430000.5	5	4	38
7	440001	460000	450000.5	11	0	7
7	460001	480000	470000.5	14	0	10
7	480001	5.00E+05	490000.5	1	0	10
7	500001	520000	510000.5	9	0	32
7	520001	540000	530000.5	5	1	52
7	540001	560000	550000.5	6	1	72
7	560001	580000	570000.5	12	2	50
7	580001	6.00E+05	590000.5	5	4	221
7	600001	620000	610000.5	7	1	280
7	620001	640000	630000.5	1	2	298
7	640001	660000	650000.5	5	4	135
7	660001	680000	670000.5	3	0	2
7	680001	7.00E+05	690000.5	7	0	0
7	700001	720000	710000.5	1	0	34
7	720001	740000	730000.5	8.5	1	57
7	740001	760000	750000.5	5	0	0
7	760001	780000	770000.5	5	0	0
7	780001	8.00E+05	790000.5	5	0	0
7	800001	820000	810000.5	22.5	1	15
7	820001	840000	830000.5	1	0	52
7	840001	860000	850000.5	8	0	9
7	860001	880000	870000.5	5	6	40
7	880001	9.00E+05	890000.5	0	0	0
7	900001	920000	910000.5	0	0	0
7	920001	940000	930000.5	0	0	0
7	940001	960000	950000.5	0	0	0
7	960001	980000	970000.5	0	0	0
7	980001	1.00E+06	990000.5	0	1	0
7	1000001	1020000	1010000.5	0	0	0
7	1020001	1040000	1030000.5	0	0	0
8	1	20000	10000.5	0	1	110
8	20001	40000	30000.5	3	1	48
8	40001	60000	50000.5	2	1	13
8	60001	80000	70000.5	17	0	0
8	80001	1.00E+05	90000.5	6.1667	2	7
8	100001	120000	110000.5	6.3333	0	0
8	120001	140000	130000.5	6.3333	2	0
8	140001	160000	150000.5	14.1667	0	4
8	160001	180000	170000.5	0	0	1
8	180001	2.00E+05	190000.5	7.5	0	2
8	200001	220000	210000.5	7	0	0
8	220001	240000	230000.5	7	0	0
8	240001	260000	250000.5	7	0	0
8	260001	280000	270000.5	7.125	0	1
8	280001	3.00E+05	290000.5	5.25	0	0
8	300001	320000	310000.5	5.25	0	0
8	320001	340000	330000.5	5.25	0	0
8	340001	360000	350000.5	3.625	0	2
8	360001	380000	370000.5	19	2	2
8	380001	4.00E+05	390000.5	1.8333	1	1
8	400001	420000	410000.5	3.6667	0	0
8	420001	440000	430000.5	3.6667	0	0
8	440001	460000	450000.5	4.8333	0	1
8	460001	480000	470000.5	2	0	1
8	480001	5.00E+05	490000.5	9	0	1
8	500001	520000	510000.5	5.1667	0	6
8	520001	540000	530000.5	10.3333	0	0
8	540001	560000	550000.5	10.3333	0	0
8	560001	580000	570000.5	10.1667	0	26
8	580001	6.00E+05	590000.5	3	2	33
8	600001	620000	610000.5	3	7	27
8	620001	640000	630000.5	5	0	27
8	640001	660000	650000.5	6	2	6
8	660001	680000	670000.5	4	0	0
8	680001	7.00E+05	690000.5	4	0	0
8	700001	720000	710000.5	9.25	1	1
8	720001	740000	730000.5	14.5	0	0
8	740001	760000	750000.5	7.25	0	7
8	760001	780000	770000.5	6	0	42
8	780001	8.00E+05	790000.5	6	2	167
8	800001	820000	810000.5	0	0	58
9	1	20000	10000.5	3	0	96
9	20001	40000	30000.5	2	4	58
9	40001	60000	50000.5	6.6667	0	11
9	60001	80000	70000.5	7.3333	4	0
9	80001	1.00E+05	90000.5	7.3333	0	0
9	100001	120000	110000.5	9.6667	0	1
9	120001	140000	130000.5	5	1	18
9	140001	160000	150000.5	7	6	62
9	160001	180000	170000.5	15	5	38
9	180001	2.00E+05	190000.5	11.3333	0	2
9	200001	220000	210000.5	6.6667	0	0
9	220001	240000	230000.5	6.6667	0	0
9	240001	260000	250000.5	8.3333	4	65
9	260001	280000	270000.5	7	2	103
9	280001	3.00E+05	290000.5	9	3	103
9	300001	320000	310000.5	5	2	283
9	320001	340000	330000.5	2	0	115
9	340001	360000	350000.5	2	0	58
9	360001	380000	370000.5	15	5	90
9	380001	4.00E+05	390000.5	0	0	0
9	400001	420000	410000.5	0	2	0
10	1	20000	10000.5	44	2	94
10	20001	40000	30000.5	4	1	48
10	40001	60000	50000.5	10	5	68
10	60001	80000	70000.5	3	0	54
10	80001	1.00E+05	90000.5	13	2	42
10	100001	120000	110000.5	13.6667	3	44
10	120001	140000	130000.5	5.3333	0	0
10	140001	160000	150000.5	5.3333	0	0
10	160001	180000	170000.5	8.6667	1	62
10	180001	2.00E+05	190000.5	5	3	87
10	200001	220000	210000.5	9	3	41
10	220001	240000	230000.5	8	1	56
10	240001	260000	250000.5	5	2	100
10	260001	280000	270000.5	7	3	49
10	280001	3.00E+05	290000.5	2	1	45
10	300001	320000	310000.5	2	2	70
10	320001	340000	330000.5	15	0	16
10	340001	360000	350000.5	6	1	51
10	360001	380000	370000.5	10	2	50
10	380001	4.00E+05	390000.5	14	2	58
10	400001	420000	410000.5	5	0	55
10	420001	440000	430000.5	6	1	28
10	440001	460000	450000.5	6	1	0
10	460001	480000	470000.5	6	1	0
10	480001	5.00E+05	490000.5	10	2	31
10	500001	520000	510000.5	4	1	33
10	520001	540000	530000.5	6	2	64
10	540001	560000	550000.5	4	2	32
10	560001	580000	570000.5	6.8333	0	59
10	580001	6.00E+05	590000.5	5.6667	1	0
10	600001	620000	610000.5	5.6667	1	0
10	620001	640000	630000.5	5.2333	0	1
10	640001	660000	650000.5	4.8	0	0
10	660001	680000	670000.5	4.8	0	0
10	680001	7.00E+05	690000.5	4.8	0	0
10	700001	720000	710000.5	4.8	0	0
10	720001	740000	730000.5	4.4	1	48
10	740001	760000	750000.5	12	0	11
10	760001	780000	770000.5	6	0	89
10	780001	8.00E+05	790000.5	10	3	43
10	800001	820000	810000.5	5	0	37
10	820001	840000	830000.5	4	0	41
10	840001	860000	850000.5	17	3	6
10	860001	880000	870000.5	3.2	0	1
10	880001	9.00E+05	890000.5	6.4	0	0
10	900001	920000	910000.5	6.4	0	0
10	920001	940000	930000.5	6.4	0	0
10	940001	960000	950000.5	6.4	0	0
10	960001	980000	970000.5	23.2	9	62
10	980001	1.00E+06	990000.5	2	2	227
10	1000001	1020000	1010000.5	0	0	191
11	1	20000	10000.5	4	1	183
11	20001	40000	30000.5	8	5	40
11	40001	60000	50000.5	8	1	43
11	60001	80000	70000.5	10.625	2	31
11	80001	1.00E+05	90000.5	5.25	0	0
11	100001	120000	110000.5	5.25	0	0
11	120001	140000	130000.5	5.25	0	0
11	140001	160000	150000.5	8.125	0	2
11	160001	180000	170000.5	3	0	0
11	180001	2.00E+05	190000.5	6.75	0	1
11	200001	220000	210000.5	10.5	0	0
11	220001	240000	230000.5	8.25	2	17
11	240001	260000	250000.5	4	0	206
11	260001	280000	270000.5	5	4	83
11	280001	3.00E+05	290000.5	3	1	46
11	300001	320000	310000.5	10	0	42
11	320001	340000	330000.5	3.75	1	26
11	340001	360000	350000.5	7.5	1	0
11	360001	380000	370000.5	9.75	2	39
11	380001	4.00E+05	390000.5	2	0	35
11	400001	420000	410000.5	2	0	40
11	420001	440000	430000.5	4	0	19
11	440001	460000	450000.5	10.5	0	15
11	460001	480000	470000.5	3	0	0
11	480001	5.00E+05	490000.5	14.5	0	1
11	500001	520000	510000.5	26	8	22
11	520001	540000	530000.5	0	0	36
11	540001	560000	550000.5	11	1	27
11	560001	580000	570000.5	5	1	75
11	580001	6.00E+05	590000.5	6	4	78
11	600001	620000	610000.5	7	0	54
11	620001	640000	630000.5	0	0	20
12	1	20000	10000.5	3	0	9
12	20001	40000	30000.5	0	0	0
12	40001	60000	50000.5	3.5714	0	1
12	60001	80000	70000.5	7.1429	0	0
12	80001	1.00E+05	90000.5	7.1429	0	0
12	100001	120000	110000.5	7.1429	0	0
12	120001	140000	130000.5	7.1429	0	0
12	140001	160000	150000.5	7.1429	0	0
12	160001	180000	170000.5	7.1429	0	0
12	180001	2.00E+05	190000.5	6.8214	0	1
12	200001	220000	210000.5	6.5	0	0
12	220001	240000	230000.5	3.25	0	2
12	240001	260000	250000.5	12	2	19
12	260001	280000	270000.5	9.5	3	1
12	280001	3.00E+05	290000.5	1	0	0
12	300001	320000	310000.5	10.25	0	3
12	320001	340000	330000.5	13.5	0	0
12	340001	360000	350000.5	11.25	0	1
12	360001	380000	370000.5	7	0	0
12	380001	4.00E+05	390000.5	5.5	1	224
12	400001	420000	410000.5	1	0	341
12	420001	440000	430000.5	2	0	379
12	440001	460000	450000.5	0	0	168
13	1	20000	10000.5	0	1	48
13	20001	40000	30000.5	21	0	34
13	40001	60000	50000.5	11	0	4
13	60001	80000	70000.5	12	0	15
13	80001	1.00E+05	90000.5	6	1	0
13	100001	120000	110000.5	6	0	0
13	120001	140000	130000.5	6	0	0
13	140001	160000	150000.5	3	2	1
13	160001	180000	170000.5	7	11	67
13	180001	2.00E+05	190000.5	1	0	93
13	200001	220000	210000.5	5	3	62
13	220001	240000	230000.5	2	1	39
13	240001	260000	250000.5	2	0	0
13	260001	280000	270000.5	10	1	35
13	280001	3.00E+05	290000.5	4.75	0	1
13	300001	320000	310000.5	7.5	0	0
13	320001	340000	330000.5	10.5	0	1
13	340001	360000	350000.5	9.5	0	0
13	360001	380000	370000.5	8.75	1	42
13	380001	4.00E+05	390000.5	6	2	66
13	400001	420000	410000.5	1	0	157
13	420001	440000	430000.5	3	0	266
13	440001	460000	450000.5	6	5	290
13	460001	480000	470000.5	4	0	329
13	480001	5.00E+05	490000.5	6	1	280
13	500001	520000	510000.5	1	0	284
13	520001	540000	530000.5	4	0	183
13	540001	560000	550000.5	3	0	26
13	560001	580000	570000.5	3	1	12
13	580001	6.00E+05	590000.5	2	1	52
13	600001	620000	610000.5	11	2	62
13	620001	640000	630000.5	6	0	43
13	640001	660000	650000.5	9	5	38
13	660001	680000	670000.5	7	2	38
13	680001	7.00E+05	690000.5	2	0	40
13	700001	720000	710000.5	3	1	20
13	720001	740000	730000.5	12	2	44
13	740001	760000	750000.5	10	3	38
13	760001	780000	770000.5	10	1	28
13	780001	8.00E+05	790000.5	3	0	63
13	800001	820000	810000.5	6	0	56
13	820001	840000	830000.5	9	1	31
13	840001	860000	850000.5	19	5	72
13	860001	880000	870000.5	1	0	31
13	880001	9.00E+05	890000.5	10	3	47
13	900001	920000	910000.5	1	0	22
14	1	20000	10000.5	5	0	206
14	20001	40000	30000.5	12	0	37
14	40001	60000	50000.5	9	4	45
14	60001	80000	70000.5	2	0	59
14	80001	1.00E+05	90000.5	7	1	45
14	100001	120000	110000.5	7	2	28
14	120001	140000	130000.5	10	0	13
14	140001	160000	150000.5	3	1	71
14	160001	180000	170000.5	2	2	52
14	180001	2.00E+05	190000.5	26	5	56
14	200001	220000	210000.5	3	1	26
14	220001	240000	230000.5	0	1	46
14	240001	260000	250000.5	3	1	56
14	260001	280000	270000.5	3	1	56
14	280001	3.00E+05	290000.5	15	3	47
14	300001	320000	310000.5	5	2	55
14	320001	340000	330000.5	5	2	44
14	340001	360000	350000.5	10	4	49
14	360001	380000	370000.5	4.3	0	16
14	380001	4.00E+05	390000.5	6.6	0	0
14	400001	420000	410000.5	6.6	0	0
14	420001	440000	430000.5	6.6	0	0
14	440001	460000	450000.5	6.6	0	0
14	460001	480000	470000.5	6.8	0	1
14	480001	5.00E+05	490000.5	7	0	0
14	500001	520000	510000.5	7	0	0
14	520001	540000	530000.5	8.5	4	17
14	540001	560000	550000.5	5.1667	0	23
14	560001	580000	570000.5	6.3333	1	0
14	580001	6.00E+05	590000.5	6.3333	0	0
14	600001	620000	610000.5	7.1667	0	1
14	620001	640000	630000.5	8	1	0
14	640001	660000	650000.5	10	0	2
14	660001	680000	670000.5	8	0	0
14	680001	7.00E+05	690000.5	8	0	0
14	700001	720000	710000.5	8	1	222
14	720001	740000	730000.5	6	2	164
14	740001	760000	750000.5	0	32	81
15	1	20000	10000.5	5.5	1	20
15	20001	40000	30000.5	11	2	0
15	40001	60000	50000.5	11	0	0
15	60001	80000	70000.5	11	0	0
15	80001	1.00E+05	90000.5	8.9167	0	1
15	100001	120000	110000.5	6.8333	0	0
15	120001	140000	130000.5	6.8333	0	0
15	140001	160000	150000.5	6.8333	1	0
15	160001	180000	170000.5	6.8333	0	0
15	180001	2.00E+05	190000.5	6.8333	0	0
15	200001	220000	210000.5	15.6667	1	32
15	220001	240000	230000.5	6.5	0	0
15	240001	260000	250000.5	10.25	4	57
15	260001	280000	270000.5	3	5	56
15	280001	3.00E+05	290000.5	1	0	58
15	300001	320000	310000.5	1	0	72
15	320001	340000	330000.5	3	0	56
15	340001	360000	350000.5	9	2	76
15	360001	380000	370000.5	2	1	24
15	380001	4.00E+05	390000.5	19	5	68
15	400001	420000	410000.5	13	2	75
15	420001	440000	430000.5	5	2	30
15	440001	460000	450000.5	4	0	48
15	460001	480000	470000.5	4	1	51
15	480001	5.00E+05	490000.5	0	0	35
15	500001	520000	510000.5	3	1	16
15	520001	540000	530000.5	8	2	69
15	540001	560000	550000.5	5	3	51
15	560001	580000	570000.5	6.1667	3	48
15	580001	6.00E+05	590000.5	6.3333	1	0
15	600001	620000	610000.5	6.3333	0	0
15	620001	640000	630000.5	5.6667	0	1
15	640001	660000	650000.5	5	0	0
15	660001	680000	670000.5	12.5	0	57
15	680001	7.00E+05	690000.5	14	1	53
15	700001	720000	710000.5	12	2	21
15	720001	740000	730000.5	0	0	1
15	740001	760000	750000.5	0	0	0
15	760001	780000	770000.5	0	0	0
16	1	20000	10000.5	1	1	81
16	20001	40000	30000.5	45	0	67
16	40001	60000	50000.5	10	0	40
16	60001	80000	70000.5	2	0	75
16	80001	1.00E+05	90000.5	17	5	55
16	100001	120000	110000.5	4	0	67
16	120001	140000	130000.5	8	5	55
16	140001	160000	150000.5	10	5	56
16	160001	180000	170000.5	7	2	59
16	180001	2.00E+05	190000.5	1	0	42
16	200001	220000	210000.5	3	0	42
16	220001	240000	230000.5	6	1	49
16	240001	260000	250000.5	9	0	22
16	260001	280000	270000.5	5	0	26
16	280001	3.00E+05	290000.5	2	1	44
16	300001	320000	310000.5	6	1	67
16	320001	340000	330000.5	3	0	56
16	340001	360000	350000.5	6.25	2	12
16	360001	380000	370000.5	4.5	0	0
16	380001	4.00E+05	390000.5	14.25	2	19
16	400001	420000	410000.5	0	0	25
16	420001	440000	430000.5	1	2	74
16	440001	460000	450000.5	20	1	15
16	460001	480000	470000.5	5	0	57
16	480001	5.00E+05	490000.5	7	0	33
16	500001	520000	510000.5	6	1	37
16	520001	540000	530000.5	7	1	46
16	540001	560000	550000.5	0	1	54
16	560001	580000	570000.5	1	1	34
16	580001	6.00E+05	590000.5	3	0	40
16	600001	620000	610000.5	7	2	17
16	620001	640000	630000.5	7	1	50
16	640001	660000	650000.5	7	1	48
16	660001	680000	670000.5	5	0	1
16	680001	7.00E+05	690000.5	22	0	1
16	700001	720000	710000.5	1	0	16
16	720001	740000	730000.5	5	5	44
16	740001	760000	750000.5	7	0	53
16	760001	780000	770000.5	7	2	67
16	780001	8.00E+05	790000.5	9	0	59
16	800001	820000	810000.5	0	2	44
16	820001	840000	830000.5	7	5	104
16	840001	860000	850000.5	17	0	1
16	860001	880000	870000.5	0	0	1
16	880001	9.00E+05	890000.5	0	0	0
16	900001	920000	910000.5	0	0	0
