tetrad	chr	pos(bp)	tracttype	tractlen	tractminlen	tractmaxlen	marker	YJM.SNP	chromatids	oftract	snpstartout	snpstartin	snpendin	snpendout
1	10	1007414.0	0	9.0	0	18	1	1	1	1	1007401	1007418	1007418	1007419
1	10	379753.5	1	4851.0	3482	6220	8	2	0	1	376085	378571	382053	382305
1	10	192063.75	1	3773.5	2853	4694	16	1	0	1	189914	190440	193293	194608
1	10	53698.75	1	714.5	390	1039	2	1	0	1	53176	53507	53897	54215
1	10	253963.75	1	520.5	0	1041	1	3	0	1	253297	254110	254110	254338
1	10	378880.0	6	3104.0	1135	5073	4	3	2	1	376085	378571	379706	381158
1	10	379753.5	8	4851.0	3482	6220	8	2	0	1	376085	378571	382053	382305
1	10	192063.75	10	3773.5	2853	4694	16	1	0	1	189914	190440	193293	194608
1	10	53698.75	10	714.5	390	1039	2	1	0	1	53176	53507	53897	54215
1	10	253963.75	10	520.5	0	1041	1	3	0	1	253297	254110	254110	254338
1	11	279504.5	0	3082.0	1333	4831	7	3	3	1	276708	279219	280552	281539
1	11	447057.0	1	2023.0	0	4046	1	3	0	1	444759	447332	447332	448805
1	11	447057.0	10	2023.0	0	4046	1	3	0	1	444759	447332	447332	448805
1	12	394453.25	0	128.5	67	190	3	3	1	1	394359	394419	394486	394549
1	12	395505.25	0	41.5	0	83	1	3	1	1	395470	395499	395499	395553
1	12	422661.0	0	151.0	0	302	1	3	1	1	422489	422682	422682	422791
1	12	423160.0	0	136.0	0	272	1	3	1	1	422979	423205	423205	423251
1	12	69480.0	2	88445.0	0	0	1	0	0	1	8741	41774	41774	185631
1	13	163825.75	0	2131.5	1383	2880	7	1	4	1	162608	162912	164295	165488
1	13	173266.75	0	297.5	0	595	1	1	1	1	172978	173258	173258	173573
1	13	265178.25	0	538.5	1	1076	2	1	1	1	264689	265129	265130	265765
1	13	438173.25	0	142.5	28	257	2	1	1	1	438080	438124	438152	438337
1	13	459368.75	0	29.5	0	59	1	1	1	1	459332	459376	459376	459391
1	13	467531.5	0	82.0	0	164	1	1	1	1	467475	467506	467506	467639
1	13	491501.5	0	864.0	508	1220	7	3	4	1	490818	491321	491829	492038
1	13	505476.25	0	109.5	0	219	1	1	1	1	505345	505498	505498	505564
1	13	508644.25	0	17.5	0	35	1	1	1	1	508625	508646	508646	508660
1	13	531402.25	0	60.5	0	121	1	1	1	1	531370	531374	531374	531491
1	13	551620.25	0	2516.5	0	5033	1	1	1	1	548150	552574	552574	553183
1	13	833957.5	2	1260.0	0	0	1	4	0	1	832952	833703	833703	835472
1	13	802472.5	1	2057.0	922	3192	3	1	0	1	800606	802282	803204	803798
1	13	858627.5	1	954.0	579	1329	2	3	0	1	858044	858257	858836	859373
1	13	802472.5	10	2057.0	922	3192	3	1	0	1	800606	802282	803204	803798
1	13	858627.5	10	954.0	579	1329	2	3	0	1	858044	858257	858836	859373
1	14	7830.0	0	82.0	0	164	1	1	1	1	7722	7856	7856	7886
1	14	100535.75	0	19.5	0	39	1	1	1	1	100508	100544	100544	100547
1	14	294811.0	0	265.0	0	530	1	1	3	1	294608	294749	294749	295138
1	14	315447.0	0	224.0	0	448	1	1	1	1	315265	315405	315405	315713
1	14	709051.0	0	50.0	0	100	1	1	3	1	708980	709072	709072	709080
1	14	748418.0	0	135.0	0	270	1	1	3	1	748345	748356	748356	748615
1	14	347322.25	1	3779.5	3511	4048	14	2	0	1	345419	345446	348957	349467
1	14	535804.5	1	280.0	0	560	1	1	0	1	535550	535779	535779	536110
1	14	191894.25	1	1225.5	0	2451	1	3	0	1	190811	191752	191752	193262
1	14	346448.75	6	2673.5	2276	3071	14	1	1	1	344962	345262	347538	348033
1	14	347322.25	8	3779.5	3511	4048	14	2	0	1	345419	345446	348957	349467
1	14	535804.5	10	280.0	0	560	1	1	0	1	535550	535779	535779	536110
1	14	191894.25	10	1225.5	0	2451	1	3	0	1	190811	191752	191752	193262
1	15	305883.75	0	247.5	0	495	1	3	3	1	305638	305882	305882	306133
1	15	392213.75	0	169.5	7	332	2	3	3	1	392052	392206	392213	392384
1	15	408696.25	0	1734.5	654	2815	8	1	1	1	407198	408460	409114	410013
1	15	421382.75	2	3328.5	0	0	1	0	0	1	418698	420739	420739	425355
1	15	21055.25	1	40524.5	0	81049	1	0	0	1	597	989	989	81646
1	15	21055.25	6	40524.5	0	81049	1	1	4	1	597	989	989	81646
1	15	21055.25	8	40524.5	0	81049	1	0	0	1	597	989	989	81646
1	16	50076.25	0	97.5	0	195	1	1	3	1	49987	50068	50068	50182
1	16	389431.25	0	5671.5	0	11343	1	1	3	1	381039	392152	392152	392382
1	16	393585.5	6	779.0	423	1135	5	1	2	1	392900	393492	393915	394035
1	16	601001.25	0	2855.5	0	5711	1	3	3	1	599470	599677	599677	605181
1	16	774494.0	0	456.0	0	912	1	1	1	1	773839	774693	774693	774751
1	16	628390.75	1	2691.5	1797	3586	7	1	0	1	626451	627639	629436	630037
1	16	396151.75	1	3061.5	0	6123	1	3	0	1	394035	395207	395207	400158
1	16	83529.25	1	1314.5	503	2126	3	3	0	1	82655	83089	83592	84781
1	16	628390.75	10	2691.5	1797	3586	7	1	0	1	626451	627639	629436	630037
1	16	396151.75	8	3061.5	0	6123	1	3	0	1	394035	395207	395207	400158
1	16	83529.25	10	1314.5	503	2126	3	3	0	1	82655	83089	83592	84781
2	1	181288.75	0	2339.5	0	4679	1	3	3	1	178226	182012	182012	182905
2	1	153056.0	1	14622.0	928	28316	4	3	0	1	132343	159147	160075	160659
2	1	153056.0	10	14622.0	928	28316	4	3	0	1	132343	159147	160075	160659
2	2	85144.75	0	599.5	12	1187	2	1	2	1	84718	84972	84984	85905
2	2	1051104.5	4	475853.0	0	0	1	0	0	1	1288921	1289141	813178	813178
2	2	706795.75	1	788.5	575	1002	7	1	0	1	706382	706421	706996	707384
2	2	706795.75	10	788.5	575	1002	7	1	0	1	706382	706421	706996	707384
2	3	219755.75	0	27.5	0	55	1	1	4	1	219721	219763	219763	219776
2	3	275003.75	0	626.5	0	1253	1	3	2	1	274148	275233	275233	275401
2	4	582923.0	1	36435.0	0	72870	1	4	0	1	535621	593790	593790	608491
2	4	582923.0	6	36435.0	0	72870	1	3	1	1	535621	593790	593790	608491
2	4	582923.0	8	36435.0	0	72870	1	4	0	1	535621	593790	593790	608491
2	5	190061.25	0	91.5	0	183	1	1	4	1	189986	190045	190045	190169
2	6	412689.75	1	10836.5	3738	17935	13	3	0	1	400242	414301	418039	418177
2	6	236478.5	1	5286.0	4897	5675	16	1	0	1	233614	234057	238954	239289
2	6	412689.75	10	10836.5	3738	17935	13	3	0	1	400242	414301	418039	418177
2	6	236478.5	10	5286.0	4897	5675	16	1	0	1	233614	234057	238954	239289
2	7	568724.75	0	718.5	0	1437	1	1	2	1	568021	568710	568710	569458
2	7	587045.0	7	484.0	0	968	1	3	3	1	586412	587194	587194	587380
2	7	634497.75	0	1258.5	1096	1421	12	1	4	1	633766	633971	635067	635187
2	7	31095.75	2	35582.5	0	0	7	0	0	1	9495	17114	17137	80637
2	7	411781.0	2	1370.0	0	0	1	0	0	1	410929	411263	411263	413669
2	7	2510.0	4	5020.0	0	0	1	4	0	1	545	9495	545	9495
2	8	595075.75	2	1582.5	0	0	1	4	0	1	593387	595182	595182	596552
2	10	174420.75	5	5111.5	1545	6374	26	none	"[1, 3]"	1	170678	173052	174597	177052
2	11	242235.5	1	5378.0	4531	6225	23	3	0	1	239098	239995	244526	245323
2	11	242235.5	10	5378.0	4531	6225	23	3	0	1	239098	239995	244526	245323
2	12	69480.0	1	88445.0	0	176890	1	0	0	1	8741	41774	41774	185631
2	12	69480.0	6	88445.0	0	176890	1	1	2	1	8741	41774	41774	185631
2	12	69480.0	8	88445.0	0	176890	1	0	0	1	8741	41774	41774	185631
2	13	739176.0	7	660.0	0	1320	1	3	1	1	738521	739171	739171	739841
2	13	833957.5	2	1260.0	0	0	1	4	0	1	832952	833703	833703	835472
2	14	709051.0	0	50.0	0	100	1	1	3	1	708980	709072	709072	709080
2	14	748365.5	0	30.0	0	60	1	1	3	1	748345	748356	748356	748405
2	14	748466.0	0	107.0	4	210	3	1	3	1	748405	748420	748424	748615
2	15	403427.0	0	69.0	0	138	1	3	3	1	403364	403421	403421	403502
2	15	21055.25	2	40524.5	0	0	1	0	0	1	597	989	989	81646
2	15	319188.0	2	1554.0	0	0	1	0	0	1	317656	319166	319166	320764
2	15	700585.5	1	1200.0	1101	1299	5	1	0	1	699938	700033	701134	701237
2	15	700585.5	10	1200.0	1101	1299	5	1	0	1	699938	700033	701134	701237
2	16	12594.25	2	1283.5	0	0	1	0	0	1	10774	13131	13131	13341
2	16	222732.0	1	1530.0	249	2811	6	3	0	1	221201	222733	222982	224012
2	16	652721.5	6	2529.0	1214	3844	4	1	4	1	650312	652602	653816	654156
2	16	222732.0	10	1530.0	249	2811	6	3	0	1	221201	222733	222982	224012
3	1	181288.75	2	2339.5	0	0	1	4	0	1	178226	182012	182012	182905
3	1	152568.0	1	13646.0	0	27292	1	1	0	1	132343	159147	159147	159635
3	1	152568.0	10	13646.0	0	27292	1	1	0	1	132343	159147	159147	159635
3	2	141204.5	0	13718.0	50	27386	2	3	2	1	134308	134383	134433	161694
3	2	1242449.25	0	1277.5	87	2468	3	1	3	1	1241434	1242187	1242274	1243902
3	2	1051104.5	4	475853.0	0	0	1	0	0	1	1288921	1289141	813178	813178
3	2	705782.75	1	93.5	0	187	1	1	0	1	705697	705775	705775	705884
3	2	795554.5	1	3752.0	3095	4409	23	1	0	1	793520	793837	796932	797929
3	2	705782.75	10	93.5	0	187	1	1	0	1	705697	705775	705775	705884
3	2	795554.5	10	3752.0	3095	4409	23	1	0	1	793520	793837	796932	797929
3	3	287842.75	0	210.5	46	375	2	1	4	1	287600	287875	287921	287975
3	3	292007.25	0	1839.5	1671	2008	36	1	4	1	290929	291246	292917	292937
3	3	219755.75	2	27.5	0	0	1	0	0	1	219721	219763	219763	219776
3	3	123067.75	1	2103.5	477	3730	4	3	0	1	121884	122148	122625	125614
3	3	123067.75	10	2103.5	477	3730	4	3	0	1	121884	122148	122625	125614
3	4	812992.25	0	522.5	0	1045	1	1	3	1	812483	812979	812979	813528
3	4	281633.0	1	1082.0	536	1628	4	3	0	1	280788	281396	281932	282416
3	4	582923.0	1	36435.0	0	72870	1	4	0	1	535621	593790	593790	608491
3	4	582923.0	6	36435.0	0	72870	1	3	3	1	535621	593790	593790	608491
3	4	582923.0	8	36435.0	0	72870	1	4	0	1	535621	593790	593790	608491
3	4	281633.0	10	1082.0	536	1628	4	3	0	1	280788	281396	281932	282416
3	5	113719.25	0	15735.5	0	31471	1	1	4	1	101201	110502	110502	132672
3	5	301723.0	0	864.0	0	1728	1	3	1	1	301048	301534	301534	302776
3	5	188255.25	1	479.5	20	939	2	3	0	1	187957	188074	188094	188896
3	5	188255.25	10	479.5	20	939	2	3	0	1	187957	188074	188094	188896
3	6	73033.0	7	442.0	0	884	1	3	2	1	72627	72997	72997	73511
3	6	71051.25	1	573.5	0	1147	1	3	0	1	70299	71230	71230	71446
3	6	149189.0	1	1002.0	55	1949	3	1	0	1	148294	149082	149137	150243
3	6	490594.25	1	2290.5	1163	3418	6	3	0	1	488908	489990	491153	492326
3	6	71051.25	9	573.5	0	1147	1	3	0	1	70299	71230	71230	71446
3	6	149189.0	10	1002.0	55	1949	3	1	0	1	148294	149082	149137	150243
3	6	490594.25	10	2290.5	1163	3418	6	3	0	1	488908	489990	491153	492326
3	7	141671.75	0	813.5	321	1306	2	3	3	1	140988	141542	141863	142294
3	7	411781.0	2	1370.0	0	0	1	0	0	1	410929	411263	411263	413669
3	7	2510.0	4	5020.0	0	0	1	4	0	1	545	9495	545	9495
3	7	31095.75	1	35582.5	23	71142	7	0	0	1	9495	17114	17137	80637
3	7	420392.0	1	2196.0	986	3406	7	3	0	1	418341	420247	421233	421747
3	7	377233.25	1	704.5	0	1409	1	1	0	1	376842	376920	376920	378251
3	7	31095.75	6	35582.5	23	71142	7	1	1	1	9495	17114	17137	80637
3	7	31095.75	8	35582.5	23	71142	7	0	0	1	9495	17114	17137	80637
3	7	420392.0	10	2196.0	986	3406	7	3	0	1	418341	420247	421233	421747
3	7	377233.25	10	704.5	0	1409	1	1	0	1	376842	376920	376920	378251
3	8	595075.75	2	1582.5	0	0	1	4	0	1	593387	595182	595182	596552
3	10	40710.25	0	4517.5	3506	5529	9	1	2	1	38125	38778	42284	43654
3	10	546260.0	0	2216.0	753	3679	7	1	1	1	544999	545305	546058	548678
3	10	782147.5	0	3234.0	2033	4435	13	3	3	1	779928	781133	783166	784363
3	10	301886.0	1	1697.0	21	3373	3	1	0	1	300589	301486	301507	303962
3	10	193556.25	1	788.5	0	1577	1	3	0	1	193031	193293	193293	194608
3	10	471775.25	6	31784.5	1864	61705	6	3	2	1	426131	485635	487499	487836
3	10	301886.0	10	1697.0	21	3373	3	1	0	1	300589	301486	301507	303962
3	10	193556.25	10	788.5	0	1577	1	3	0	1	193031	193293	193293	194608
3	11	503934.5	0	10098.0	0	20196	1	1	2	1	489856	507915	507915	510052
3	12	69480.0	1	88445.0	0	176890	1	0	0	1	8741	41774	41774	185631
3	12	69480.0	6	88445.0	0	176890	1	1	3	1	8741	41774	41774	185631
3	12	69480.0	8	88445.0	0	176890	1	0	0	1	8741	41774	41774	185631
3	13	161309.75	0	1099.5	542	1657	8	3	1	1	160545	160975	161517	162202
3	13	833957.5	2	1260.0	0	0	1	4	0	1	832952	833703	833703	835472
3	13	663738.25	1	6494.5	1311	11678	3	1	0	1	657682	663300	664611	669360
3	13	492097.25	1	327.5	162	493	2	3	0	1	491829	492038	492200	492322
3	13	846884.75	1	2649.5	1900	3399	12	3	0	1	845412	845708	847608	848811
3	13	663738.25	10	6494.5	1311	11678	3	1	0	1	657682	663300	664611	669360
3	13	492097.25	10	327.5	162	493	2	3	0	1	491829	492038	492200	492322
3	13	846884.75	10	2649.5	1900	3399	12	3	0	1	845412	845708	847608	848811
3	14	56540.0	0	3246.0	1835	4657	4	3	4	1	54237	55597	57432	58894
3	14	536162.5	0	2245.0	1373	3117	6	1	4	1	534744	535336	536709	537861
3	14	709051.0	0	50.0	0	100	1	1	2	1	708980	709072	709072	709080
3	14	748359.25	0	106.5	60	153	3	1	0	1	748267	748345	748405	748420
3	14	748466.0	2	107.0	0	0	3	0	0	1	748405	748420	748424	748615
3	15	319188.0	2	1554.0	0	0	1	0	0	1	317656	319166	319166	320764
3	15	259819.25	1	688.5	0	1377	1	3	0	1	259055	259895	259895	260432
3	15	21055.25	1	40524.5	0	81049	1	0	0	1	597	989	989	81646
3	15	21055.25	6	40524.5	0	81049	1	1	4	1	597	989	989	81646
3	15	21055.25	8	40524.5	0	81049	1	0	0	1	597	989	989	81646
3	15	259819.25	10	688.5	0	1377	1	3	0	1	259055	259895	259895	260432
3	16	93003.25	1	3160.5	1640	4681	3	2	0	1	90743	92103	93743	95424
3	16	731158.25	1	1988.5	650	3327	2	3	0	1	729593	730735	731385	732920
3	16	827137.25	1	2738.5	2452	3025	25	3	0	1	825651	825885	828337	828676
3	16	93003.25	6	3160.5	1640	4681	3	1	2	1	90743	92103	93743	95424
3	16	93003.25	8	3160.5	1640	4681	3	2	0	1	90743	92103	93743	95424
3	16	731158.25	10	1988.5	650	3327	2	3	0	1	729593	730735	731385	732920
3	16	827137.25	10	2738.5	2452	3025	25	3	0	1	825651	825885	828337	828676
4	1	181288.75	2	2339.5	0	0	1	4	0	1	178226	182012	182012	182905
4	2	1255004.0	0	1583.0	1218	1948	7	1	3	1	1254128	1254297	1255515	1256076
4	2	1051104.5	4	475853.0	0	0	1	0	0	1	1288921	1289141	813178	813178
4	2	985127.0	1	40451.0	403	80499	6	3	0	1	925425	1004378	1004781	1005924
4	2	818705.25	1	3936.5	3725	4148	34	1	0	1	816692	816782	820507	820840
4	2	384618.0	1	40026.0	0	80052	1	3	0	1	340071	389139	389139	420123
4	2	985127.0	10	40451.0	403	80499	6	3	0	1	925425	1004378	1004781	1005924
4	2	818705.25	10	3936.5	3725	4148	34	1	0	1	816692	816782	820507	820840
4	2	384618.0	10	40026.0	0	80052	1	3	0	1	340071	389139	389139	420123
4	3	61064.75	0	326.5	0	653	1	1	4	1	60600	61203	61203	61253
4	3	275003.75	6	626.5	0	1253	1	3	2	1	274148	275233	275233	275401
4	3	219755.75	2	27.5	0	0	1	0	0	1	219721	219763	219763	219776
4	3	137917.75	1	1290.5	704	1877	16	3	0	1	136843	137702	138406	138720
4	3	137917.75	10	1290.5	704	1877	16	3	0	1	136843	137702	138406	138720
4	4	65773.0	0	2253.0	1225	3281	4	1	4	1	64018	65275	66500	67299
4	4	582923.0	2	36435.0	0	0	1	4	0	1	535621	593790	593790	608491
4	4	1257343.25	3	549149.5	0	0	1	3	0	1	982705	982832	1531918	1531918
4	4	821799.75	1	6912.5	1712	12113	4	1	0	1	817623	819064	820776	829736
4	4	354391.75	1	694.5	0	1389	1	3	0	1	353432	354657	354657	354821
4	4	123166.5	1	731.0	0	1462	1	3	0	1	122292	123310	123310	123754
4	4	296702.75	1	8809.5	3424	14195	5	3	0	1	291858	292738	296162	306053
4	4	965419.5	1	3359.0	0	6718	1	1	0	1	960650	966830	966830	967368
4	4	821799.75	10	6912.5	1712	12113	4	1	0	1	817623	819064	820776	829736
4	4	354391.75	10	694.5	0	1389	1	3	0	1	353432	354657	354657	354821
4	4	123166.5	10	731.0	0	1462	1	3	0	1	122292	123310	123310	123754
4	4	296702.75	10	8809.5	3424	14195	5	3	0	1	291858	292738	296162	306053
4	4	965419.5	10	3359.0	0	6718	1	1	0	1	960650	966830	966830	967368
4	6	234141.0	1	611.0	14	1208	2	3	0	1	233614	234057	234071	234822
4	6	479819.5	1	1064.0	0	2128	1	1	0	1	478746	479829	479829	480874
4	6	234141.0	10	611.0	14	1208	2	3	0	1	233614	234057	234071	234822
4	6	479819.5	10	1064.0	0	2128	1	1	0	1	478746	479829	479829	480874
4	7	111478.0	0	2112.0	307	3917	3	3	1	1	108917	111927	112234	112834
4	7	411781.0	2	1370.0	0	0	1	0	0	1	410929	411263	411263	413669
4	7	2510.0	4	5020.0	0	0	1	4	0	1	545	9495	545	9495
4	7	567249.25	1	2232.5	1754	2711	5	1	0	1	565999	566267	568021	568710
4	7	31095.75	1	35582.5	23	71142	7	0	0	1	9495	17114	17137	80637
4	7	647773.0	1	127.0	0	254	1	1	0	1	647664	647755	647755	647918
4	7	404157.75	1	3240.5	1931	4550	6	3	0	1	402099	402976	404907	406649
4	7	568724.75	6	718.5	0	1437	1	1	1	1	568021	568710	568710	569458
4	7	31095.75	6	35582.5	23	71142	7	1	2	1	9495	17114	17137	80637
4	7	567249.25	8	2232.5	1754	2711	5	1	0	1	565999	566267	568021	568710
4	7	31095.75	8	35582.5	23	71142	7	0	0	1	9495	17114	17137	80637
4	7	647773.0	10	127.0	0	254	1	1	0	1	647664	647755	647755	647918
4	7	404157.75	10	3240.5	1931	4550	6	3	0	1	402099	402976	404907	406649
4	8	19725.0	0	4894.0	4199	5589	16	3	4	1	16824	17732	21931	22413
4	8	595075.75	2	1582.5	0	0	1	4	0	1	593387	595182	595182	596552
4	9	367290.5	0	3481.0	1940	5022	4	1	2	1	364357	366743	368683	369379
4	9	407370.0	3	65030.0	0	0	6	3	0	1	374630	375080	439885	439885
4	9	260782.25	1	459.5	78	841	2	1	0	1	260354	260751	260829	261195
4	9	13319.75	1	5633.5	2653	8614	10	1	0	1	10086	10920	13573	18700
4	9	260782.25	10	459.5	78	841	2	1	0	1	260354	260751	260829	261195
4	9	13319.75	10	5633.5	2653	8614	10	1	0	1	10086	10920	13573	18700
4	10	39437.5	0	637.0	0	1274	1	1	4	1	38778	39460	39460	40052
4	10	969086.75	1	4036.5	3022	5051	19	1	0	1	966375	967762	970784	971426
4	10	275610.5	1	3028.0	1183	4873	6	3	0	1	273436	274757	275940	278309
4	10	790229.25	1	3083.5	1381	4786	5	1	0	1	788226	789149	790530	793012
4	10	769783.75	1	2536.5	1643	3430	16	1	0	1	768444	768587	770230	771874
4	10	100330.25	1	6007.5	899	11116	6	4	0	1	92559	102094	102993	103675
4	10	398077.75	1	3351.5	2959	3744	13	3	0	1	396124	396680	399639	399868
4	10	968837.0	6	2020.0	1835	2205	8	3	4	1	967762	967892	969727	969967
4	10	100124.0	6	5595.0	756	10434	5	3	2	1	92559	102094	102850	102993
4	10	969086.75	8	4036.5	3022	5051	19	1	0	1	966375	967762	970784	971426
4	10	100330.25	8	6007.5	899	11116	6	4	0	1	92559	102094	102993	103675
4	10	275610.5	10	3028.0	1183	4873	6	3	0	1	273436	274757	275940	278309
4	10	790229.25	10	3083.5	1381	4786	5	1	0	1	788226	789149	790530	793012
