tetrad	chr	pos(bp)	co_type	chromatids	GCasso_tract_len	GCasso_marker	GCasso	snp_start_out	snp_start_in	snp_end_in	snp_end_out
2	4	101280.0	0	"[3, 4]"	0	0	0	98692	103868	98692	103868
2	4	368320.0	0	"[1, 3]"	0	0	0	357262	379378	357262	379378
2	4	941275.5	0	"[3, 4]"	0	0	0	937826	944725	937826	944725
2	4	582923.0	3	"[3, 4]"	36435.0	1	1	593790	608491	535621	593790
2	4	122801.0	0	"[1, 4]"	0	0	0	122292	123310	122292	123310
2	5	52093.0	0	"[3, 4]"	0	0	0	43675	60511	43675	60511
2	5	431503.5	0	"[1, 2]"	0	0	0	391932	471075	391932	471075
2	6	412689.75	1	"[2, 4]"	10836.5	13	1	400242	414301	418039	418177
2	6	236478.5	1	"[3, 4]"	5286.0	16	1	238954	239289	233614	234057
2	6	345055.0	0	"[3, 4]"	0	0	0	315648	374462	315648	374462
2	6	103020.5	0	"[1, 2]"	0	0	0	102388	103653	102388	103653
2	7	769954.0	0	"[2, 3]"	0	0	0	738996	800912	738996	800912
2	7	508059.5	0	"[3, 4]"	0	0	0	506809	509310	506809	509310
2	7	587557.0	0	"[2, 3]"	0	0	0	587407	587707	587407	587707
2	7	851948.5	0	"[1, 4]"	0	0	0	842790	861107	842790	861107
2	8	534280.5	0	"[2, 4]"	0	0	0	502098	566463	502098	566463
2	8	314160.5	0	"[1, 4]"	0	0	0	277526	350795	277526	350795
2	8	236265.0	0	"[1, 2]"	0	0	0	195004	277526	195004	277526
2	10	92155.0	0	"[3, 4]"	0	0	0	91753	92557	91753	92557
2	10	418000.5	0	"[2, 3]"	0	0	0	417080	418921	417080	418921
2	10	5697.5	0	"[1, 4]"	0	0	0	5348	6047	5348	6047
2	10	913229.5	0	"[1, 4]"	0	0	0	863018	963441	863018	963441
2	10	277124.5	0	"[3, 4]"	0	0	0	275940	278309	275940	278309
2	11	66997.5	0	"[2, 3]"	0	0	0	66371	67624	66371	67624
2	11	242235.5	1	"[1, 2]"	5378.0	23	1	244526	245323	239098	239995
2	11	498885.5	0	"[1, 2]"	0	0	0	489856	507915	489856	507915
2	12	69480.0	3	"[1, 4]"	88445.0	1	1	8741	41774	41774	185631
2	12	267878.0	0	"[1, 4]"	0	0	0	256691	279065	256691	279065
2	13	738101.5	0	"[1, 2]"	0	0	0	737798	738405	737798	738405
2	13	666985.5	0	"[1, 2]"	0	0	0	664611	669360	664611	669360
2	14	626790.0	0	"[1, 3]"	0	0	0	609577	644003	609577	644003
2	14	673638.5	0	"[2, 3]"	0	0	0	644305	702972	644305	702972
2	15	231238.5	0	"[1, 3]"	0	0	0	215807	246670	215807	246670
2	15	700585.5	1	"[1, 4]"	1200.0	5	1	701134	701237	699938	700033
2	15	390043.5	0	"[1, 3]"	0	0	0	389709	390378	389709	390378
2	15	396105.5	0	"[1, 4]"	0	0	0	395419	396792	395419	396792
2	15	204680.0	0	"[1, 3]"	0	0	0	203214	206146	203214	206146
2	16	222732.0	1	"[1, 2]"	1530.0	6	1	221201	222733	222982	224012
2	16	27907.0	0	"[1, 4]"	0	0	0	23830	31984	23830	31984
2	16	124754.5	0	"[2, 4]"	0	0	0	124117	125392	124117	125392
2	16	449856.0	0	"[3, 4]"	0	0	0	441373	458339	441373	458339
2	16	651457.0	2	"[1, 2]"	2529.0	0	0	650312	652602	650312	652602
3	1	152568.0	1	"[1, 3]"	13646.0	1	1	132343	159147	159147	159635
3	1	109593.5	0	"[2, 4]"	0	0	0	103971	115216	103971	115216
3	2	705782.75	1	"[1, 4]"	93.5	1	1	705775	705884	705697	705775
3	2	1221412.5	0	"[1, 2]"	0	0	0	1219709	1223116	1219709	1223116
3	2	301478.0	0	"[2, 3]"	0	0	0	296211	306745	296211	306745
3	2	323408.0	0	"[2, 3]"	0	0	0	306745	340071	306745	340071
3	2	887278.0	0	"[2, 3]"	0	0	0	849131	925425	849131	925425
3	2	1268357.0	0	"[1, 4]"	0	0	0	1267837	1268877	1267837	1268877
3	2	795554.5	1	"[1, 4]"	3752.0	23	1	793520	793837	796932	797929
3	2	39106.0	0	"[1, 3]"	0	0	0	34847	43365	34847	43365
3	2	964901.5	0	"[2, 4]"	0	0	0	925425	1004378	925425	1004378
3	2	700411.5	0	"[1, 2]"	0	0	0	695126	705697	695126	705697
3	2	541172.0	0	"[1, 3]"	0	0	0	486175	596169	486175	596169
3	3	123067.75	1	"[1, 3]"	2103.5	4	1	121884	122148	122625	125614
3	3	214088.5	0	"[1, 3]"	0	0	0	208529	219648	208529	219648
3	4	368320.0	0	"[2, 3]"	0	0	0	357262	379378	357262	379378
3	4	941275.5	0	"[1, 4]"	0	0	0	937826	944725	937826	944725
3	4	281633.0	1	"[3, 4]"	1082.0	4	1	280788	281396	281932	282416
3	4	743069.0	0	"[1, 4]"	0	0	0	740409	745729	740409	745729
3	4	669792.5	0	"[3, 4]"	0	0	0	645497	694088	645497	694088
3	4	582923.0	3	"[2, 4]"	36435.0	1	1	593790	608491	535621	593790
3	4	119666.0	0	"[3, 4]"	0	0	0	119045	120287	119045	120287
3	5	188255.25	1	"[2, 3]"	479.5	2	1	187957	188074	188094	188896
3	5	258685.5	0	"[3, 4]"	0	0	0	244713	272658	244713	272658
3	5	431503.5	0	"[2, 4]"	0	0	0	391932	471075	391932	471075
3	6	71051.25	1	"[2, 4]"	573.5	1	1	71230	71446	70299	71230
3	6	149189.0	1	"[1, 4]"	1002.0	3	1	149137	150243	148294	149082
3	6	435559.5	0	"[2, 3]"	0	0	0	434666	436453	434666	436453
3	6	490594.25	1	"[2, 4]"	2290.5	6	1	491153	492326	488908	489990
3	7	689165.0	0	"[1, 4]"	0	0	0	670631	707699	670631	707699
3	7	31095.75	3	"[2, 3]"	35582.5	7	1	17137	80637	9495	17114
3	7	420392.0	1	"[3, 4]"	2196.0	7	1	421233	421747	418341	420247
3	7	377233.25	1	"[1, 2]"	704.5	1	1	376842	376920	376920	378251
3	7	445230.0	0	"[1, 4]"	0	0	0	436331	454129	436331	454129
3	7	261214.5	0	"[2, 3]"	0	0	0	252193	270236	252193	270236
3	8	731307.5	0	"[1, 3]"	0	0	0	705060	757555	705060	757555
3	8	68378.0	0	"[2, 3]"	0	0	0	41556	95200	41556	95200
3	8	118008.5	0	"[2, 4]"	0	0	0	95924	140093	95924	140093
3	8	236265.0	0	"[3, 4]"	0	0	0	195004	277526	195004	277526
3	8	419839.0	0	"[3, 4]"	0	0	0	393297	446381	393297	446381
3	9	171310.5	0	"[1, 3]"	0	0	0	170669	171952	170669	171952
3	9	118378.0	0	"[2, 4]"	0	0	0	104272	132484	104272	132484
3	10	771052.0	0	"[1, 2]"	0	0	0	770230	771874	770230	771874
3	10	841784.5	0	"[1, 2]"	0	0	0	841226	842343	841226	842343
3	10	5697.5	0	"[2, 4]"	0	0	0	5348	6047	5348	6047
3	10	913229.5	0	"[1, 4]"	0	0	0	863018	963441	863018	963441
3	10	455883.0	2	"[1, 3]"	31784.5	0	0	426131	485635	426131	485635
3	10	301886.0	1	"[1, 3]"	1697.0	3	1	300589	301486	301507	303962
3	10	193556.25	1	"[2, 4]"	788.5	1	1	193293	194608	193031	193293
3	10	677108.0	0	"[1, 2]"	0	0	0	631826	722390	631826	722390
3	11	212096.5	0	"[1, 3]"	0	0	0	191636	232557	191636	232557
3	11	267079.0	0	"[1, 3]"	0	0	0	267001	267157	267001	267157
3	12	212529.5	0	"[1, 3]"	0	0	0	185631	239428	185631	239428
3	12	69480.0	3	"[2, 4]"	88445.0	1	1	8741	41774	41774	185631
3	12	289985.0	0	"[3, 4]"	0	0	0	279065	300905	279065	300905
3	13	663738.25	1	"[1, 4]"	6494.5	3	1	664611	669360	657682	663300
3	13	118906.5	0	"[1, 3]"	0	0	0	77819	159994	77819	159994
3	13	492097.25	1	"[1, 2]"	327.5	2	1	492200	492322	491829	492038
3	13	616749.0	0	"[2, 3]"	0	0	0	616271	617227	616271	617227
3	13	846884.75	1	"[1, 4]"	2649.5	12	1	847608	848811	845412	845708
3	13	303313.0	0	"[1, 3]"	0	0	0	286201	320425	286201	320425
3	14	626790.0	0	"[2, 3]"	0	0	0	609577	644003	609577	644003
3	14	577972.0	0	"[1, 3]"	0	0	0	546367	609577	546367	609577
3	14	421873.5	0	"[3, 4]"	0	0	0	367717	476030	367717	476030
3	15	259819.25	1	"[1, 3]"	688.5	1	1	259895	260432	259055	259895
3	15	426472.0	0	"[1, 4]"	0	0	0	426169	426775	426169	426775
3	15	603479.5	0	"[2, 3]"	0	0	0	576850	630109	576850	630109
3	15	21055.25	3	"[1, 3]"	40524.5	1	1	989	81646	597	989
3	15	714717.5	0	"[1, 4]"	0	0	0	703378	726057	703378	726057
3	16	449856.0	0	"[2, 3]"	0	0	0	441373	458339	441373	458339
3	16	614904.5	0	"[2, 3]"	0	0	0	614270	615539	614270	615539
3	16	731158.25	1	"[3, 4]"	1988.5	2	1	731385	732920	729593	730735
3	16	365234.0	0	"[2, 3]"	0	0	0	349884	380584	349884	380584
3	16	27940.0	0	"[2, 3]"	0	0	0	23896	31984	23896	31984
3	16	827137.25	1	"[3, 4]"	2738.5	25	1	825651	825885	828337	828676
3	16	93003.25	8	"[1, 4]"	3160.5	3	1	90743	92103	93743	95424
4	1	119779.0	0	"[2, 4]"	0	0	0	118808	120750	118808	120750
4	2	200934.0	0	"[1, 4]"	0	0	0	195269	206599	195269	206599
4	2	985127.0	1	"[2, 4]"	40451.0	6	1	925425	1004378	1004781	1005924
4	2	1268357.0	0	"[1, 2]"	0	0	0	1267837	1268877	1267837	1268877
4	2	700411.5	0	"[1, 4]"	0	0	0	695126	705697	695126	705697
4	2	779522.5	0	"[2, 4]"	0	0	0	779139	779906	779139	779906
4	2	184503.5	0	"[1, 2]"	0	0	0	183212	185795	183212	185795
4	2	818705.25	1	"[2, 4]"	3936.5	34	1	816692	816782	820507	820840
4	2	384618.0	1	"[2, 3]"	40026.0	1	1	389139	420123	340071	389139
4	2	167380.0	0	"[2, 4]"	0	0	0	166942	167818	166942	167818
4	3	137917.75	1	"[1, 4]"	1290.5	16	1	136843	137702	138406	138720
4	3	276489.5	0	"[1, 4]"	0	0	0	275401	277578	275401	277578
4	4	821799.75	1	"[1, 3]"	6912.5	4	1	817623	819064	820776	829736
4	4	669792.5	0	"[2, 4]"	0	0	0	645497	694088	645497	694088
4	4	354391.75	1	"[2, 3]"	694.5	1	1	353432	354657	354657	354821
4	4	123166.5	1	"[3, 4]"	731.0	1	1	122292	123310	123310	123754
4	4	296702.75	1	"[1, 2]"	8809.5	5	1	291858	292738	296162	306053
4	4	965419.5	1	"[1, 3]"	3359.0	1	1	966830	967368	960650	966830
4	5	228180.0	0	"[2, 3]"	0	0	0	211647	244713	211647	244713
4	5	431503.5	0	"[1, 4]"	0	0	0	391932	471075	391932	471075
4	6	70764.5	0	"[2, 4]"	0	0	0	70299	71230	70299	71230
4	6	234141.0	1	"[1, 4]"	611.0	2	1	233614	234057	234071	234822
4	6	58411.5	0	"[3, 4]"	0	0	0	46524	70299	46524	70299
4	6	479819.5	1	"[2, 3]"	1064.0	1	1	479829	480874	478746	479829
4	7	769954.0	0	"[2, 4]"	0	0	0	738996	800912	738996	800912
4	7	567249.25	3	"[2, 3]"	2232.5	5	1	565999	566267	568021	568710
4	7	31095.75	3	"[3, 4]"	35582.5	7	1	17137	80637	9495	17114
4	7	808104.0	0	"[2, 3]"	0	0	0	800912	815296	800912	815296
4	7	647773.0	1	"[2, 4]"	127.0	1	1	647755	647918	647664	647755
4	7	261214.5	0	"[1, 2]"	0	0	0	252193	270236	252193	270236
4	7	574396.0	0	"[1, 4]"	0	0	0	573560	575232	573560	575232
4	7	404157.75	1	"[2, 3]"	3240.5	6	1	402099	402976	404907	406649
4	8	784421.0	0	"[1, 2]"	0	0	0	783802	785040	783802	785040
4	8	118008.5	0	"[1, 4]"	0	0	0	95924	140093	95924	140093
4	8	534280.5	0	"[2, 4]"	0	0	0	502098	566463	502098	566463
4	8	236265.0	0	"[1, 4]"	0	0	0	195004	277526	195004	277526
4	9	260782.25	1	"[1, 4]"	459.5	2	1	260829	261195	260354	260751
4	9	185237.5	0	"[1, 4]"	0	0	0	171952	198523	171952	198523
4	9	13319.75	1	"[2, 3]"	5633.5	10	1	13573	18700	10086	10920
4	10	275610.5	1	"[1, 4]"	3028.0	6	1	273436	274757	275940	278309
4	10	969086.75	8	"[2, 3]"	4036.5	19	1	970784	971426	966375	967762
4	10	790229.25	1	"[2, 3]"	3083.5	5	1	790530	793012	788226	789149
4	10	769783.75	1	"[1, 2]"	2536.5	16	1	770230	771874	768444	768587
4	10	5697.5	0	"[2, 4]"	0	0	0	5348	6047	5348	6047
4	10	100330.25	3	"[1, 3]"	6007.5	6	1	102993	103675	92559	102094
4	10	913229.5	0	"[2, 3]"	0	0	0	863018	963441	863018	963441
4	10	398077.75	1	"[1, 2]"	3351.5	13	1	399639	399868	396124	396680
4	11	498885.5	0	"[1, 3]"	0	0	0	489856	507915	489856	507915
4	11	212096.5	0	"[2, 3]"	0	0	0	191636	232557	191636	232557
4	11	111969.5	0	"[2, 3]"	0	0	0	72792	151147	72792	151147
4	11	548063.0	0	"[2, 4]"	0	0	0	542329	553797	542329	553797
4	12	322171.5	0	"[1, 4]"	0	0	0	301138	343205	301138	343205
4	12	69480.0	3	"[1, 4]"	88445.0	1	1	41774	185631	8741	41774
4	13	64100.25	1	"[2, 4]"	16598.5	1	1	68645	76154	42957	68645
4	13	900747.25	1	"[1, 2]"	273.5	2	1	900544	900677	900797	900971
4	13	618011.0	1	"[2, 3]"	2524.0	6	1	618133	620413	616271	617227
4	13	303313.0	0	"[2, 3]"	0	0	0	286201	320425	286201	320425
4	13	772248.0	0	"[1, 3]"	0	0	0	771975	772521	771975	772521
4	14	626790.0	0	"[1, 3]"	0	0	0	609577	644003	609577	644003
4	14	194717.25	1	"[3, 4]"	4420.5	9	1	196650	197205	191752	193262
4	14	505330.5	0	"[2, 4]"	0	0	0	476030	534631	476030	534631
4	15	387352.0	1	"[2, 4]"	638.0	1	1	386813	387253	387253	388089
4	15	21055.25	3	"[1, 4]"	40524.5	1	1	989	81646	597	989
4	15	645989.5	0	"[1, 3]"	0	0	0	630109	661870	630109	661870
4	15	142430.0	0	"[1, 4]"	0	0	0	81646	203214	81646	203214
4	15	257858.5	0	"[1, 4]"	0	0	0	257284	258433	257284	258433
4	16	449856.0	0	"[1, 4]"	0	0	0	441373	458339	441373	458339
4	16	141581.0	0	"[1, 3]"	0	0	0	141319	141843	141319	141843
4	16	365234.0	0	"[1, 2]"	0	0	0	349884	380584	349884	380584
4	16	27940.0	0	"[2, 4]"	0	0	0	23896	31984	23896	31984
4	16	740972.5	0	"[2, 3]"	0	0	0	739998	741947	739998	741947
4	16	158910.5	0	"[2, 4]"	0	0	0	157133	160688	157133	160688
5	1	152568.0	1	"[3, 4]"	13646.0	1	1	132343	159147	159147	159635
5	1	109593.5	0	"[1, 3]"	0	0	0	103971	115216	103971	115216
5	1	71164.0	0	"[2, 3]"	0	0	0	69103	73225	69103	73225
5	2	1181289.0	0	"[2, 4]"	0	0	0	1180901	1181677	1180901	1181677
5	2	364605.0	0	"[1, 3]"	0	0	0	340071	389139	340071	389139
5	2	1228560.0	1	"[2, 4]"	1455.0	1	1	1227121	1228544	1228544	1230031
5	2	759783.0	1	"[1, 4]"	1345.0	24	1	759080	759141	760266	760645
5	2	887278.0	0	"[1, 4]"	0	0	0	849131	925425	849131	925425
5	2	1268357.0	0	"[2, 4]"	0	0	0	1267837	1268877	1267837	1268877
5	2	182441.75	1	"[1, 3]"	4123.5	8	1	183212	185795	179243	181517
5	2	1034339.5	0	"[2, 4]"	0	0	0	1031490	1037189	1031490	1037189
5	2	164705.5	0	"[2, 3]"	0	0	0	164492	164919	164492	164919
5	3	260735.75	1	"[1, 2]"	2660.5	9	1	258735	260076	261633	262499
5	3	250308.25	1	"[1, 2]"	497.5	1	1	249699	250420	250420	250694
5	3	147834.0	1	"[1, 2]"	184.0	1	1	147787	148065	147697	147787
5	3	78552.25	1	"[3, 4]"	3573.5	26	1	76140	77391	80042	80636
5	3	214088.5	5	"[2, 4]"	0	0	0	208529	219648	208529	219648
5	3	214088.5	5	"[3, 1]"	0	0	0	208529	219648	208529	219648
5	4	128994.5	1	"[2, 3]"	543.0	1	1	128422	129024	129024	129508
5	4	726663.5	0	"[1, 4]"	0	0	0	712918	740409	712918	740409
5	4	392055.0	0	"[2, 4]"	0	0	0	379378	404732	379378	404732
5	4	876938.5	0	"[2, 3]"	0	0	0	867581	886296	867581	886296
5	4	504192.5	4	"[1, 2]"	972.0	3	0	503258	504155	504874	505057
5	5	228180.0	0	"[1, 2]"	0	0	0	211647	244713	211647	244713
5	5	351206.0	0	"[1, 4]"	0	0	0	350873	351539	350873	351539
5	5	258685.5	0	"[1, 4]"	0	0	0	244713	272658	244713	272658
5	6	488813.25	1	"[3, 4]"	2895.5	8	1	490107	490415	486494	488237
5	6	58411.5	0	"[1, 2]"	0	0	0	46524	70299	46524	70299
5	7	161048.0	1	"[2, 3]"	831.0	2	1	161026	161901	160529	160736
5	7	736197.0	0	"[2, 3]"	0	0	0	733569	738825	733569	738825
5	7	31095.75	3	"[1, 3]"	35582.5	7	1	9495	17114	17137	80637
5	7	808104.0	0	"[2, 3]"	0	0	0	800912	815296	800912	815296
5	7	379446.5	1	"[3, 4]"	715.0	3	1	379633	379975	378799	379379
5	7	566133.0	0	"[3, 4]"	0	0	0	565999	566267	565999	566267
5	8	731307.5	0	"[2, 4]"	0	0	0	705060	757555	705060	757555
5	8	620574.25	1	"[2, 4]"	1368.5	4	1	621124	621393	619561	620219
5	8	378169.0	0	"[3, 4]"	0	0	0	363041	393297	363041	393297
5	8	68378.0	0	"[3, 4]"	0	0	0	41556	95200	41556	95200
5	8	314160.5	0	"[2, 3]"	0	0	0	277526	350795	277526	350795
5	8	236265.0	0	"[2, 4]"	0	0	0	195004	277526	195004	277526
5	9	263275.75	1	"[1, 3]"	1196.5	11	1	263737	264011	262566	262789
5	9	75863.5	0	"[1, 4]"	0	0	0	47455	104272	47455	104272
5	9	118378.0	0	"[2, 3]"	0	0	0	104272	132484	104272	132484
5	10	769727.25	1	"[2, 4]"	2649.5	17	1	770230	771874	768361	768444
5	10	165577.0	0	"[3, 4]"	0	0	0	165085	166069	165085	166069
5	10	397309.0	0	"[3, 4]"	0	0	0	396754	397864	396754	397864
5	10	604928.0	0	"[3, 4]"	0	0	0	578030	631826	578030	631826
5	10	969520.5	2	"[1, 4]"	1043.5	0	0	969314	969727	969314	969727
5	10	97326.5	0	"[3, 4]"	0	0	0	92559	102094	92559	102094
5	10	677108.0	0	"[3, 4]"	0	0	0	631826	722390	631826	722390
5	11	508983.5	0	"[1, 3]"	0	0	0	507915	510052	507915	510052
5	11	448068.5	0	"[1, 3]"	0	0	0	447332	448805	447332	448805
5	11	212096.5	0	"[1, 2]"	0	0	0	191636	232557	191636	232557
5	11	111969.5	0	"[3, 4]"	0	0	0	72792	151147	72792	151147
5	12	322171.5	0	"[2, 3]"	0	0	0	301138	343205	301138	343205
5	12	69480.0	3	"[1, 2]"	88445.0	1	1	8741	41774	41774	185631
5	12	267878.0	0	"[1, 2]"	0	0	0	256691	279065	256691	279065
5	13	273008.0	1	"[1, 3]"	1275.0	6	1	273195	274096	272230	272511
5	13	713652.5	0	"[1, 3]"	0	0	0	712103	715202	712103	715202
5	13	655917.25	1	"[2, 4]"	1171.5	2	1	656052	656954	654677	655986
5	13	21785.5	0	"[2, 4]"	0	0	0	14884	28687	14884	28687
5	14	421873.5	0	"[1, 2]"	0	0	0	367717	476030	367717	476030
5	14	673638.5	0	"[1, 3]"	0	0	0	644305	702972	644305	702972
5	14	505330.5	0	"[1, 2]"	0	0	0	476030	534631	476030	534631
5	14	17731.25	1	"[2, 4]"	2733.5	4	1	15005	17724	19035	19161
5	14	143909.5	0	"[1, 3]"	0	0	0	143053	144766	143053	144766
5	14	182714.0	0	"[1, 3]"	0	0	0	182572	182856	182572	182856
5	14	194803.5	1	"[2, 4]"	1046.0	2	1	193874	194687	194766	195887
5	15	273465.0	1	"[1, 2]"	1279.0	3	1	272651	273000	273958	274251
5	15	142430.0	0	"[3, 4]"	0	0	0	81646	203214	81646	203214
5	16	136878.0	1	"[1, 2]"	2012.0	6	1	137530	138238	135681	136063
5	16	305741.0	1	"[1, 3]"	4217.0	13	1	307658	308041	302381	304884
5	16	449856.0	0	"[2, 4]"	0	0	0	441373	458339	441373	458339
